# Force coefficients
# dragDir     : (9.961949e-01 8.715319e-02 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (-8.715319e-02 9.961949e-01 0.000000e+00)
# rollAxis    : (9.961949e-01 8.715319e-02 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (-8.715319e-02 9.961949e-01 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cs            	Cl            	CmRoll        	CmPitch       	CmYaw         	Cd(f)         	Cd(r)         	Cs(f)         	Cs(r)         	Cl(f)         	Cl(r)         
495           	4.784665e-02	-1.144252e-21	5.386650e-01	2.693325e-01	-3.113090e-03	-2.392333e-02	2.932558e-01	-2.454092e-01	-2.392333e-02	2.392333e-02	2.662194e-01	2.724456e-01
496           	4.783802e-02	-1.144252e-21	5.386379e-01	2.693190e-01	-3.112284e-03	-2.391901e-02	2.932380e-01	-2.454000e-01	-2.391901e-02	2.391901e-02	2.662067e-01	2.724313e-01
497           	4.782935e-02	-1.144241e-21	5.386112e-01	2.693056e-01	-3.111476e-03	-2.391467e-02	2.932203e-01	-2.453909e-01	-2.391467e-02	2.391467e-02	2.661941e-01	2.724171e-01
498           	4.782066e-02	-1.144236e-21	5.385846e-01	2.692923e-01	-3.110677e-03	-2.391033e-02	2.932026e-01	-2.453820e-01	-2.391033e-02	2.391033e-02	2.661816e-01	2.724030e-01
499           	4.781200e-02	-1.144241e-21	5.385583e-01	2.692792e-01	-3.109885e-03	-2.390600e-02	2.931852e-01	-2.453732e-01	-2.390600e-02	2.390600e-02	2.661693e-01	2.723891e-01
500           	4.780328e-02	-1.144232e-21	5.385323e-01	2.692662e-01	-3.109089e-03	-2.390164e-02	2.931678e-01	-2.453645e-01	-2.390164e-02	2.390164e-02	2.661571e-01	2.723753e-01
501           	4.779456e-02	-1.144231e-21	5.385066e-01	2.692533e-01	-3.108312e-03	-2.389728e-02	2.931506e-01	-2.453560e-01	-2.389728e-02	2.389728e-02	2.661450e-01	2.723616e-01
502           	4.778583e-02	-1.144238e-21	5.384810e-01	2.692405e-01	-3.107544e-03	-2.389292e-02	2.931334e-01	-2.453476e-01	-2.389292e-02	2.389292e-02	2.661330e-01	2.723481e-01
503           	4.777707e-02	-1.144235e-21	5.384557e-01	2.692279e-01	-3.106775e-03	-2.388853e-02	2.931164e-01	-2.453393e-01	-2.388853e-02	2.388853e-02	2.661211e-01	2.723346e-01
504           	4.776830e-02	-1.144240e-21	5.384306e-01	2.692153e-01	-3.106012e-03	-2.388415e-02	2.930995e-01	-2.453312e-01	-2.388415e-02	2.388415e-02	2.661093e-01	2.723213e-01
505           	4.775953e-02	-1.144242e-21	5.384057e-01	2.692029e-01	-3.105252e-03	-2.387976e-02	2.930826e-01	-2.453231e-01	-2.387976e-02	2.387976e-02	2.660976e-01	2.723081e-01
506           	4.775072e-02	-1.144251e-21	5.383811e-01	2.691905e-01	-3.104499e-03	-2.387536e-02	2.930659e-01	-2.453152e-01	-2.387536e-02	2.387536e-02	2.660860e-01	2.722950e-01
507           	4.774189e-02	-1.144254e-21	5.383567e-01	2.691783e-01	-3.103751e-03	-2.387095e-02	2.930493e-01	-2.453074e-01	-2.387095e-02	2.387095e-02	2.660746e-01	2.722821e-01
508           	4.773306e-02	-1.144263e-21	5.383324e-01	2.691662e-01	-3.103009e-03	-2.386653e-02	2.930327e-01	-2.452997e-01	-2.386653e-02	2.386653e-02	2.660632e-01	2.722692e-01
509           	4.772422e-02	-1.144269e-21	5.383083e-01	2.691542e-01	-3.102269e-03	-2.386211e-02	2.930163e-01	-2.452921e-01	-2.386211e-02	2.386211e-02	2.660519e-01	2.722564e-01
510           	4.771537e-02	-1.144280e-21	5.382845e-01	2.691422e-01	-3.101533e-03	-2.385769e-02	2.929999e-01	-2.452845e-01	-2.385769e-02	2.385769e-02	2.660407e-01	2.722438e-01
511           	4.770651e-02	-1.144286e-21	5.382608e-01	2.691304e-01	-3.100800e-03	-2.385326e-02	2.929837e-01	-2.452771e-01	-2.385326e-02	2.385326e-02	2.660296e-01	2.722312e-01
512           	4.769764e-02	-1.144300e-21	5.382373e-01	2.691186e-01	-3.100073e-03	-2.384882e-02	2.929675e-01	-2.452698e-01	-2.384882e-02	2.384882e-02	2.660186e-01	2.722187e-01
513           	4.768876e-02	-1.144308e-21	5.382140e-01	2.691070e-01	-3.099348e-03	-2.384438e-02	2.929514e-01	-2.452626e-01	-2.384438e-02	2.384438e-02	2.660076e-01	2.722063e-01
514           	4.767986e-02	-1.144322e-21	5.381908e-01	2.690954e-01	-3.098626e-03	-2.383993e-02	2.929353e-01	-2.452555e-01	-2.383993e-02	2.383993e-02	2.659968e-01	2.721940e-01
515           	4.767094e-02	-1.144330e-21	5.381678e-01	2.690839e-01	-3.097908e-03	-2.383547e-02	2.929194e-01	-2.452484e-01	-2.383547e-02	2.383547e-02	2.659860e-01	2.721818e-01
516           	4.766202e-02	-1.144346e-21	5.381450e-01	2.690725e-01	-3.097195e-03	-2.383101e-02	2.929035e-01	-2.452415e-01	-2.383101e-02	2.383101e-02	2.659753e-01	2.721697e-01
517           	4.765307e-02	-1.144355e-21	5.381223e-01	2.690611e-01	-3.096483e-03	-2.382654e-02	2.928877e-01	-2.452346e-01	-2.382654e-02	2.382654e-02	2.659647e-01	2.721576e-01
518           	4.764412e-02	-1.144366e-21	5.380997e-01	2.690499e-01	-3.095775e-03	-2.382206e-02	2.928719e-01	-2.452278e-01	-2.382206e-02	2.382206e-02	2.659541e-01	2.721456e-01
519           	4.763515e-02	-1.144380e-21	5.380773e-01	2.690387e-01	-3.095075e-03	-2.381757e-02	2.928562e-01	-2.452211e-01	-2.381757e-02	2.381757e-02	2.659436e-01	2.721337e-01
520           	4.762614e-02	-1.144401e-21	5.380551e-01	2.690276e-01	-3.094377e-03	-2.381307e-02	2.928406e-01	-2.452145e-01	-2.381307e-02	2.381307e-02	2.659332e-01	2.721219e-01
521           	4.761714e-02	-1.144420e-21	5.380330e-01	2.690165e-01	-3.093682e-03	-2.380857e-02	2.928251e-01	-2.452079e-01	-2.380857e-02	2.380857e-02	2.659228e-01	2.721102e-01
522           	4.760812e-02	-1.144437e-21	5.380110e-01	2.690055e-01	-3.092991e-03	-2.380406e-02	2.928095e-01	-2.452014e-01	-2.380406e-02	2.380406e-02	2.659125e-01	2.720985e-01
523           	4.759910e-02	-1.144457e-21	5.379891e-01	2.689945e-01	-3.092304e-03	-2.379955e-02	2.927941e-01	-2.451950e-01	-2.379955e-02	2.379955e-02	2.659022e-01	2.720868e-01
524           	4.759006e-02	-1.144475e-21	5.379673e-01	2.689837e-01	-3.091619e-03	-2.379503e-02	2.927787e-01	-2.451886e-01	-2.379503e-02	2.379503e-02	2.658920e-01	2.720753e-01
525           	4.758100e-02	-1.144503e-21	5.379457e-01	2.689728e-01	-3.090938e-03	-2.379050e-02	2.927633e-01	-2.451823e-01	-2.379050e-02	2.379050e-02	2.658819e-01	2.720638e-01
526           	4.757192e-02	-1.144527e-21	5.379241e-01	2.689621e-01	-3.090262e-03	-2.378596e-02	2.927480e-01	-2.451761e-01	-2.378596e-02	2.378596e-02	2.658718e-01	2.720523e-01
527           	4.756284e-02	-1.144547e-21	5.379027e-01	2.689513e-01	-3.089592e-03	-2.378142e-02	2.927327e-01	-2.451699e-01	-2.378142e-02	2.378142e-02	2.658617e-01	2.720409e-01
528           	4.755372e-02	-1.144574e-21	5.378813e-01	2.689407e-01	-3.088923e-03	-2.377686e-02	2.927175e-01	-2.451638e-01	-2.377686e-02	2.377686e-02	2.658517e-01	2.720296e-01
529           	4.754461e-02	-1.144598e-21	5.378600e-01	2.689300e-01	-3.088255e-03	-2.377231e-02	2.927023e-01	-2.451577e-01	-2.377231e-02	2.377231e-02	2.658418e-01	2.720183e-01
530           	4.753549e-02	-1.144615e-21	5.378389e-01	2.689194e-01	-3.087591e-03	-2.376775e-02	2.926872e-01	-2.451517e-01	-2.376775e-02	2.376775e-02	2.658318e-01	2.720070e-01
531           	4.752635e-02	-1.144646e-21	5.378178e-01	2.689089e-01	-3.086927e-03	-2.376317e-02	2.926721e-01	-2.451457e-01	-2.376317e-02	2.376317e-02	2.658220e-01	2.719958e-01
532           	4.751720e-02	-1.144674e-21	5.377968e-01	2.688984e-01	-3.086267e-03	-2.375860e-02	2.926570e-01	-2.451398e-01	-2.375860e-02	2.375860e-02	2.658121e-01	2.719847e-01
533           	4.750805e-02	-1.144692e-21	5.377759e-01	2.688880e-01	-3.085612e-03	-2.375402e-02	2.926420e-01	-2.451339e-01	-2.375402e-02	2.375402e-02	2.658023e-01	2.719736e-01
534           	4.749887e-02	-1.144723e-21	5.377551e-01	2.688776e-01	-3.084955e-03	-2.374943e-02	2.926270e-01	-2.451281e-01	-2.374943e-02	2.374943e-02	2.657926e-01	2.719625e-01
535           	4.748969e-02	-1.144751e-21	5.377344e-01	2.688672e-01	-3.084299e-03	-2.374484e-02	2.926120e-01	-2.451224e-01	-2.374484e-02	2.374484e-02	2.657829e-01	2.719515e-01
536           	4.748049e-02	-1.144773e-21	5.377137e-01	2.688569e-01	-3.083648e-03	-2.374025e-02	2.925971e-01	-2.451166e-01	-2.374025e-02	2.374025e-02	2.657732e-01	2.719405e-01
537           	4.747128e-02	-1.144804e-21	5.376931e-01	2.688466e-01	-3.082997e-03	-2.373564e-02	2.925822e-01	-2.451109e-01	-2.373564e-02	2.373564e-02	2.657636e-01	2.719296e-01
538           	4.746208e-02	-1.144828e-21	5.376726e-01	2.688363e-01	-3.082349e-03	-2.373104e-02	2.925673e-01	-2.451053e-01	-2.373104e-02	2.373104e-02	2.657539e-01	2.719186e-01
539           	4.745284e-02	-1.144858e-21	5.376521e-01	2.688260e-01	-3.081705e-03	-2.372642e-02	2.925525e-01	-2.450996e-01	-2.372642e-02	2.372642e-02	2.657443e-01	2.719078e-01
540           	4.744360e-02	-1.144882e-21	5.376316e-01	2.688158e-01	-3.081065e-03	-2.372180e-02	2.925376e-01	-2.450940e-01	-2.372180e-02	2.372180e-02	2.657348e-01	2.718969e-01
541           	4.743434e-02	-1.144914e-21	5.376113e-01	2.688056e-01	-3.080425e-03	-2.371717e-02	2.925228e-01	-2.450885e-01	-2.371717e-02	2.371717e-02	2.657252e-01	2.718861e-01
542           	4.742506e-02	-1.144938e-21	5.375909e-01	2.687954e-01	-3.079790e-03	-2.371253e-02	2.925080e-01	-2.450829e-01	-2.371253e-02	2.371253e-02	2.657157e-01	2.718752e-01
543           	4.741576e-02	-1.144969e-21	5.375706e-01	2.687853e-01	-3.079156e-03	-2.370788e-02	2.924932e-01	-2.450774e-01	-2.370788e-02	2.370788e-02	2.657061e-01	2.718645e-01
544           	4.740646e-02	-1.144993e-21	5.375504e-01	2.687752e-01	-3.078525e-03	-2.370323e-02	2.924784e-01	-2.450719e-01	-2.370323e-02	2.370323e-02	2.656967e-01	2.718537e-01
545           	4.739714e-02	-1.145026e-21	5.375302e-01	2.687651e-01	-3.077894e-03	-2.369857e-02	2.924637e-01	-2.450665e-01	-2.369857e-02	2.369857e-02	2.656872e-01	2.718430e-01
546           	4.738782e-02	-1.145050e-21	5.375100e-01	2.687550e-01	-3.077267e-03	-2.369391e-02	2.924489e-01	-2.450611e-01	-2.369391e-02	2.369391e-02	2.656777e-01	2.718323e-01
547           	4.737847e-02	-1.145082e-21	5.374899e-01	2.687449e-01	-3.076641e-03	-2.368923e-02	2.924342e-01	-2.450557e-01	-2.368923e-02	2.368923e-02	2.656683e-01	2.718216e-01
548           	4.736912e-02	-1.145106e-21	5.374698e-01	2.687349e-01	-3.076020e-03	-2.368456e-02	2.924194e-01	-2.450503e-01	-2.368456e-02	2.368456e-02	2.656589e-01	2.718109e-01
549           	4.735975e-02	-1.145138e-21	5.374497e-01	2.687249e-01	-3.075400e-03	-2.367987e-02	2.924047e-01	-2.450450e-01	-2.367987e-02	2.367987e-02	2.656494e-01	2.718003e-01
550           	4.735038e-02	-1.145162e-21	5.374296e-01	2.687148e-01	-3.074786e-03	-2.367519e-02	2.923900e-01	-2.450396e-01	-2.367519e-02	2.367519e-02	2.656400e-01	2.717896e-01
551           	4.734097e-02	-1.145194e-21	5.374096e-01	2.687048e-01	-3.074173e-03	-2.367049e-02	2.923753e-01	-2.450343e-01	-2.367049e-02	2.367049e-02	2.656306e-01	2.717790e-01
552           	4.733158e-02	-1.145217e-21	5.373896e-01	2.686948e-01	-3.073564e-03	-2.366579e-02	2.923606e-01	-2.450290e-01	-2.366579e-02	2.366579e-02	2.656212e-01	2.717683e-01
553           	4.732216e-02	-1.145250e-21	5.373696e-01	2.686848e-01	-3.072954e-03	-2.366108e-02	2.923459e-01	-2.450237e-01	-2.366108e-02	2.366108e-02	2.656118e-01	2.717577e-01
554           	4.731274e-02	-1.145274e-21	5.373496e-01	2.686748e-01	-3.072348e-03	-2.365637e-02	2.923312e-01	-2.450184e-01	-2.365637e-02	2.365637e-02	2.656024e-01	2.717471e-01
555           	4.730330e-02	-1.145306e-21	5.373296e-01	2.686648e-01	-3.071726e-03	-2.365165e-02	2.923164e-01	-2.450131e-01	-2.365165e-02	2.365165e-02	2.655931e-01	2.717365e-01
556           	4.729386e-02	-1.145334e-21	5.373096e-01	2.686548e-01	-3.071131e-03	-2.364693e-02	2.923018e-01	-2.450079e-01	-2.364693e-02	2.364693e-02	2.655837e-01	2.717260e-01
557           	4.728440e-02	-1.145365e-21	5.372898e-01	2.686449e-01	-3.070538e-03	-2.364220e-02	2.922871e-01	-2.450027e-01	-2.364220e-02	2.364220e-02	2.655743e-01	2.717154e-01
558           	4.727494e-02	-1.145393e-21	5.372699e-01	2.686349e-01	-3.069943e-03	-2.363747e-02	2.922724e-01	-2.449975e-01	-2.363747e-02	2.363747e-02	2.655650e-01	2.717049e-01
559           	4.726546e-02	-1.145423e-21	5.372500e-01	2.686250e-01	-3.069345e-03	-2.363273e-02	2.922577e-01	-2.449923e-01	-2.363273e-02	2.363273e-02	2.655556e-01	2.716943e-01
560           	4.725598e-02	-1.145451e-21	5.372301e-01	2.686151e-01	-3.068758e-03	-2.362799e-02	2.922430e-01	-2.449871e-01	-2.362799e-02	2.362799e-02	2.655463e-01	2.716838e-01
561           	4.724648e-02	-1.145480e-21	5.372102e-01	2.686051e-01	-3.068161e-03	-2.362324e-02	2.922283e-01	-2.449819e-01	-2.362324e-02	2.362324e-02	2.655369e-01	2.716733e-01
562           	4.723698e-02	-1.145508e-21	5.371903e-01	2.685952e-01	-3.067565e-03	-2.361849e-02	2.922136e-01	-2.449767e-01	-2.361849e-02	2.361849e-02	2.655276e-01	2.716627e-01
563           	4.722746e-02	-1.145535e-21	5.371704e-01	2.685852e-01	-3.066975e-03	-2.361373e-02	2.921989e-01	-2.449715e-01	-2.361373e-02	2.361373e-02	2.655182e-01	2.716522e-01
564           	4.721793e-02	-1.145563e-21	5.371506e-01	2.685753e-01	-3.066389e-03	-2.360897e-02	2.921842e-01	-2.449663e-01	-2.360897e-02	2.360897e-02	2.655089e-01	2.716417e-01
565           	4.720839e-02	-1.145590e-21	5.371307e-01	2.685653e-01	-3.065806e-03	-2.360419e-02	2.921695e-01	-2.449611e-01	-2.360419e-02	2.360419e-02	2.654995e-01	2.716311e-01
566           	4.719883e-02	-1.145617e-21	5.371108e-01	2.685554e-01	-3.065225e-03	-2.359941e-02	2.921548e-01	-2.449560e-01	-2.359941e-02	2.359941e-02	2.654902e-01	2.716206e-01
567           	4.718927e-02	-1.145645e-21	5.370909e-01	2.685454e-01	-3.064644e-03	-2.359463e-02	2.921401e-01	-2.449508e-01	-2.359463e-02	2.359463e-02	2.654808e-01	2.716101e-01
568           	4.717969e-02	-1.145671e-21	5.370710e-01	2.685355e-01	-3.064066e-03	-2.358985e-02	2.921253e-01	-2.449456e-01	-2.358985e-02	2.358985e-02	2.654714e-01	2.715995e-01
569           	4.717011e-02	-1.145698e-21	5.370510e-01	2.685255e-01	-3.063489e-03	-2.358505e-02	2.921106e-01	-2.449405e-01	-2.358505e-02	2.358505e-02	2.654620e-01	2.715890e-01
570           	4.716052e-02	-1.145724e-21	5.370311e-01	2.685156e-01	-3.062912e-03	-2.358026e-02	2.920958e-01	-2.449353e-01	-2.358026e-02	2.358026e-02	2.654527e-01	2.715785e-01
571           	4.715091e-02	-1.145750e-21	5.370112e-01	2.685056e-01	-3.062337e-03	-2.357546e-02	2.920811e-01	-2.449301e-01	-2.357546e-02	2.357546e-02	2.654433e-01	2.715679e-01
572           	4.714130e-02	-1.145775e-21	5.369912e-01	2.684956e-01	-3.061764e-03	-2.357065e-02	2.920663e-01	-2.449250e-01	-2.357065e-02	2.357065e-02	2.654339e-01	2.715574e-01
573           	4.713169e-02	-1.145800e-21	5.369713e-01	2.684856e-01	-3.061191e-03	-2.356584e-02	2.920515e-01	-2.449198e-01	-2.356584e-02	2.356584e-02	2.654244e-01	2.715468e-01
574           	4.712206e-02	-1.145825e-21	5.369513e-01	2.684756e-01	-3.060620e-03	-2.356103e-02	2.920367e-01	-2.449146e-01	-2.356103e-02	2.356103e-02	2.654150e-01	2.715363e-01
575           	4.711242e-02	-1.145849e-21	5.369313e-01	2.684657e-01	-3.060049e-03	-2.355621e-02	2.920219e-01	-2.449094e-01	-2.355621e-02	2.355621e-02	2.654056e-01	2.715257e-01
576           	4.710277e-02	-1.145873e-21	5.369113e-01	2.684557e-01	-3.059479e-03	-2.355139e-02	2.920070e-01	-2.449043e-01	-2.355139e-02	2.355139e-02	2.653962e-01	2.715151e-01
577           	4.709310e-02	-1.145889e-21	5.368913e-01	2.684457e-01	-3.058909e-03	-2.354655e-02	2.919922e-01	-2.448991e-01	-2.354655e-02	2.354655e-02	2.653867e-01	2.715046e-01
578           	4.708343e-02	-1.145907e-21	5.368713e-01	2.684356e-01	-3.058340e-03	-2.354171e-02	2.919774e-01	-2.448939e-01	-2.354171e-02	2.354171e-02	2.653773e-01	2.714940e-01
579           	4.707375e-02	-1.145928e-21	5.368512e-01	2.684256e-01	-3.057773e-03	-2.353687e-02	2.919625e-01	-2.448887e-01	-2.353687e-02	2.353687e-02	2.653678e-01	2.714834e-01
580           	4.706405e-02	-1.145943e-21	5.368311e-01	2.684156e-01	-3.057205e-03	-2.353203e-02	2.919476e-01	-2.448835e-01	-2.353203e-02	2.353203e-02	2.653584e-01	2.714728e-01
581           	4.705435e-02	-1.145961e-21	5.368110e-01	2.684055e-01	-3.056637e-03	-2.352717e-02	2.919327e-01	-2.448783e-01	-2.352717e-02	2.352717e-02	2.653489e-01	2.714622e-01
582           	4.704463e-02	-1.145982e-21	5.367909e-01	2.683955e-01	-3.056070e-03	-2.352232e-02	2.919178e-01	-2.448731e-01	-2.352232e-02	2.352232e-02	2.653394e-01	2.714515e-01
583           	4.703489e-02	-1.145988e-21	5.367708e-01	2.683854e-01	-3.055499e-03	-2.351744e-02	2.919028e-01	-2.448680e-01	-2.351744e-02	2.351744e-02	2.653299e-01	2.714409e-01
584           	4.702513e-02	-1.145999e-21	5.367506e-01	2.683753e-01	-3.054933e-03	-2.351256e-02	2.918879e-01	-2.448628e-01	-2.351256e-02	2.351256e-02	2.653204e-01	2.714302e-01
585           	4.701538e-02	-1.146018e-21	5.367304e-01	2.683652e-01	-3.054368e-03	-2.350769e-02	2.918729e-01	-2.448575e-01	-2.350769e-02	2.350769e-02	2.653108e-01	2.714196e-01
586           	4.700562e-02	-1.146028e-21	5.367102e-01	2.683551e-01	-3.053800e-03	-2.350281e-02	2.918579e-01	-2.448523e-01	-2.350281e-02	2.350281e-02	2.653013e-01	2.714089e-01
587           	4.699585e-02	-1.146044e-21	5.366900e-01	2.683450e-01	-3.053233e-03	-2.349792e-02	2.918429e-01	-2.448471e-01	-2.349792e-02	2.349792e-02	2.652917e-01	2.713982e-01
588           	4.698607e-02	-1.146056e-21	5.366697e-01	2.683348e-01	-3.052664e-03	-2.349303e-02	2.918279e-01	-2.448418e-01	-2.349303e-02	2.349303e-02	2.652822e-01	2.713875e-01
589           	4.697629e-02	-1.146073e-21	5.366494e-01	2.683247e-01	-3.052095e-03	-2.348815e-02	2.918128e-01	-2.448365e-01	-2.348815e-02	2.348815e-02	2.652726e-01	2.713768e-01
590           	4.696649e-02	-1.146078e-21	5.366290e-01	2.683145e-01	-3.051523e-03	-2.348325e-02	2.917978e-01	-2.448313e-01	-2.348325e-02	2.348325e-02	2.652630e-01	2.713660e-01
591           	4.695668e-02	-1.146090e-21	5.366086e-01	2.683043e-01	-3.050957e-03	-2.347834e-02	2.917827e-01	-2.448260e-01	-2.347834e-02	2.347834e-02	2.652534e-01	2.713553e-01
592           	4.694687e-02	-1.146103e-21	5.365882e-01	2.682941e-01	-3.050389e-03	-2.347343e-02	2.917675e-01	-2.448207e-01	-2.347343e-02	2.347343e-02	2.652437e-01	2.713445e-01
593           	4.693704e-02	-1.146109e-21	5.365677e-01	2.682839e-01	-3.049818e-03	-2.346852e-02	2.917524e-01	-2.448154e-01	-2.346852e-02	2.346852e-02	2.652341e-01	2.713337e-01
594           	4.692723e-02	-1.146123e-21	5.365472e-01	2.682736e-01	-3.049247e-03	-2.346361e-02	2.917372e-01	-2.448100e-01	-2.346361e-02	2.346361e-02	2.652244e-01	2.713229e-01
595           	4.691739e-02	-1.146126e-21	5.365267e-01	2.682634e-01	-3.048672e-03	-2.345869e-02	2.917221e-01	-2.448047e-01	-2.345869e-02	2.345869e-02	2.652147e-01	2.713120e-01
596           	4.690756e-02	-1.146136e-21	5.365062e-01	2.682531e-01	-3.048096e-03	-2.345378e-02	2.917069e-01	-2.447993e-01	-2.345378e-02	2.345378e-02	2.652050e-01	2.713012e-01
597           	4.689771e-02	-1.146142e-21	5.364856e-01	2.682428e-01	-3.047520e-03	-2.344885e-02	2.916916e-01	-2.447939e-01	-2.344885e-02	2.344885e-02	2.651953e-01	2.712903e-01
598           	4.688786e-02	-1.146156e-21	5.364650e-01	2.682325e-01	-3.046942e-03	-2.344393e-02	2.916764e-01	-2.447886e-01	-2.344393e-02	2.344393e-02	2.651855e-01	2.712794e-01
599           	4.687800e-02	-1.146156e-21	5.364443e-01	2.682222e-01	-3.046359e-03	-2.343900e-02	2.916612e-01	-2.447832e-01	-2.343900e-02	2.343900e-02	2.651758e-01	2.712685e-01
600           	4.686815e-02	-1.146165e-21	5.364236e-01	2.682118e-01	-3.045775e-03	-2.343407e-02	2.916459e-01	-2.447778e-01	-2.343407e-02	2.343407e-02	2.651660e-01	2.712576e-01
601           	4.685828e-02	-1.146167e-21	5.364029e-01	2.682015e-01	-3.045185e-03	-2.342914e-02	2.916306e-01	-2.447723e-01	-2.342914e-02	2.342914e-02	2.651563e-01	2.712467e-01
602           	4.684840e-02	-1.146179e-21	5.363822e-01	2.681911e-01	-3.044598e-03	-2.342420e-02	2.916153e-01	-2.447669e-01	-2.342420e-02	2.342420e-02	2.651465e-01	2.712357e-01
603           	4.683850e-02	-1.146179e-21	5.363614e-01	2.681807e-01	-3.044006e-03	-2.341925e-02	2.916000e-01	-2.447615e-01	-2.341925e-02	2.341925e-02	2.651367e-01	2.712247e-01
604           	4.682860e-02	-1.146187e-21	5.363406e-01	2.681703e-01	-3.043415e-03	-2.341430e-02	2.915846e-01	-2.447560e-01	-2.341430e-02	2.341430e-02	2.651269e-01	2.712137e-01
605           	4.681868e-02	-1.146186e-21	5.363197e-01	2.681599e-01	-3.042819e-03	-2.340934e-02	2.915692e-01	-2.447505e-01	-2.340934e-02	2.340934e-02	2.651170e-01	2.712027e-01
606           	4.680879e-02	-1.146195e-21	5.362988e-01	2.681494e-01	-3.042220e-03	-2.340440e-02	2.915538e-01	-2.447450e-01	-2.340440e-02	2.340440e-02	2.651072e-01	2.711916e-01
607           	4.679886e-02	-1.146192e-21	5.362779e-01	2.681389e-01	-3.041619e-03	-2.339943e-02	2.915384e-01	-2.447395e-01	-2.339943e-02	2.339943e-02	2.650973e-01	2.711805e-01
608           	4.678894e-02	-1.146200e-21	5.362569e-01	2.681284e-01	-3.041015e-03	-2.339447e-02	2.915229e-01	-2.447340e-01	-2.339447e-02	2.339447e-02	2.650874e-01	2.711694e-01
609           	4.677901e-02	-1.146196e-21	5.362358e-01	2.681179e-01	-3.040405e-03	-2.338950e-02	2.915074e-01	-2.447284e-01	-2.338950e-02	2.338950e-02	2.650775e-01	2.711583e-01
610           	4.676907e-02	-1.146203e-21	5.362148e-01	2.681074e-01	-3.039797e-03	-2.338453e-02	2.914919e-01	-2.447228e-01	-2.338453e-02	2.338453e-02	2.650676e-01	2.711472e-01
611           	4.675910e-02	-1.146198e-21	5.361937e-01	2.680968e-01	-3.039182e-03	-2.337955e-02	2.914764e-01	-2.447173e-01	-2.337955e-02	2.337955e-02	2.650577e-01	2.711360e-01
612           	4.674915e-02	-1.146203e-21	5.361725e-01	2.680863e-01	-3.038564e-03	-2.337458e-02	2.914608e-01	-2.447117e-01	-2.337458e-02	2.337458e-02	2.650477e-01	2.711248e-01
613           	4.673917e-02	-1.146195e-21	5.361514e-01	2.680757e-01	-3.037942e-03	-2.336959e-02	2.914453e-01	-2.447061e-01	-2.336959e-02	2.336959e-02	2.650377e-01	2.711136e-01
614           	4.672920e-02	-1.146195e-21	5.361302e-01	2.680651e-01	-3.037317e-03	-2.336460e-02	2.914297e-01	-2.447005e-01	-2.336460e-02	2.336460e-02	2.650278e-01	2.711024e-01
615           	4.671922e-02	-1.146186e-21	5.361089e-01	2.680544e-01	-3.036688e-03	-2.335961e-02	2.914141e-01	-2.446948e-01	-2.335961e-02	2.335961e-02	2.650178e-01	2.710911e-01
616           	4.670922e-02	-1.146183e-21	5.360876e-01	2.680438e-01	-3.036060e-03	-2.335461e-02	2.913984e-01	-2.446892e-01	-2.335461e-02	2.335461e-02	2.650077e-01	2.710798e-01
617           	4.669921e-02	-1.146176e-21	5.360662e-01	2.680331e-01	-3.035426e-03	-2.334961e-02	2.913827e-01	-2.446835e-01	-2.334961e-02	2.334961e-02	2.649977e-01	2.710685e-01
618           	4.668921e-02	-1.146171e-21	5.360448e-01	2.680224e-01	-3.034787e-03	-2.334461e-02	2.913670e-01	-2.446778e-01	-2.334461e-02	2.334461e-02	2.649876e-01	2.710572e-01
619           	4.667922e-02	-1.146163e-21	5.360233e-01	2.680117e-01	-3.034141e-03	-2.333961e-02	2.913513e-01	-2.446721e-01	-2.333961e-02	2.333961e-02	2.649775e-01	2.710458e-01
620           	4.666920e-02	-1.146157e-21	5.360019e-01	2.680009e-01	-3.033495e-03	-2.333460e-02	2.913355e-01	-2.446663e-01	-2.333460e-02	2.333460e-02	2.649674e-01	2.710344e-01
621           	4.665917e-02	-1.146151e-21	5.359803e-01	2.679902e-01	-3.032844e-03	-2.332958e-02	2.913197e-01	-2.446606e-01	-2.332958e-02	2.332958e-02	2.649573e-01	2.710230e-01
622           	4.664914e-02	-1.146145e-21	5.359587e-01	2.679794e-01	-3.032187e-03	-2.332457e-02	2.913039e-01	-2.446548e-01	-2.332457e-02	2.332457e-02	2.649472e-01	2.710116e-01
623           	4.663912e-02	-1.146137e-21	5.359371e-01	2.679686e-01	-3.031525e-03	-2.331956e-02	2.912881e-01	-2.446490e-01	-2.331956e-02	2.331956e-02	2.649370e-01	2.710001e-01
624           	4.662910e-02	-1.146128e-21	5.359154e-01	2.679577e-01	-3.030856e-03	-2.331455e-02	2.912723e-01	-2.446432e-01	-2.331455e-02	2.331455e-02	2.649269e-01	2.709886e-01
