# Force coefficients
# dragDir     : (9.961949e-01 8.715319e-02 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (-8.715319e-02 9.961949e-01 0.000000e+00)
# rollAxis    : (9.961949e-01 8.715319e-02 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (-8.715319e-02 9.961949e-01 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cs            	Cl            	CmRoll        	CmPitch       	CmYaw         	Cd(f)         	Cd(r)         	Cs(f)         	Cs(r)         	Cl(f)         	Cl(r)         
755           	4.528012e-02	-1.141723e-21	5.326317e-01	2.663159e-01	-2.866242e-03	-2.264006e-02	2.889559e-01	-2.436758e-01	-2.264006e-02	2.264006e-02	2.634496e-01	2.691821e-01
756           	4.526982e-02	-1.141669e-21	5.326033e-01	2.663016e-01	-2.864325e-03	-2.263491e-02	2.889365e-01	-2.436667e-01	-2.263491e-02	2.263491e-02	2.634373e-01	2.691660e-01
757           	4.525954e-02	-1.141615e-21	5.325747e-01	2.662874e-01	-2.862402e-03	-2.262977e-02	2.889171e-01	-2.436576e-01	-2.262977e-02	2.262977e-02	2.634250e-01	2.691498e-01
758           	4.524924e-02	-1.141560e-21	5.325461e-01	2.662731e-01	-2.860468e-03	-2.262462e-02	2.888977e-01	-2.436484e-01	-2.262462e-02	2.262462e-02	2.634126e-01	2.691335e-01
759           	4.523898e-02	-1.141505e-21	5.325175e-01	2.662587e-01	-2.858527e-03	-2.261949e-02	2.888782e-01	-2.436393e-01	-2.261949e-02	2.261949e-02	2.634002e-01	2.691173e-01
760           	4.522869e-02	-1.141450e-21	5.324888e-01	2.662444e-01	-2.856579e-03	-2.261434e-02	2.888588e-01	-2.436301e-01	-2.261434e-02	2.261434e-02	2.633878e-01	2.691010e-01
761           	4.521842e-02	-1.141394e-21	5.324601e-01	2.662300e-01	-2.854621e-03	-2.260921e-02	2.888393e-01	-2.436208e-01	-2.260921e-02	2.260921e-02	2.633754e-01	2.690847e-01
762           	4.520814e-02	-1.141338e-21	5.324313e-01	2.662157e-01	-2.852652e-03	-2.260407e-02	2.888197e-01	-2.436116e-01	-2.260407e-02	2.260407e-02	2.633630e-01	2.690683e-01
763           	4.519790e-02	-1.141282e-21	5.324025e-01	2.662012e-01	-2.850676e-03	-2.259895e-02	2.888002e-01	-2.436023e-01	-2.259895e-02	2.259895e-02	2.633506e-01	2.690519e-01
764           	4.518764e-02	-1.141225e-21	5.323736e-01	2.661868e-01	-2.848689e-03	-2.259382e-02	2.887806e-01	-2.435930e-01	-2.259382e-02	2.259382e-02	2.633381e-01	2.690355e-01
765           	4.517739e-02	-1.141169e-21	5.323447e-01	2.661724e-01	-2.846696e-03	-2.258869e-02	2.887611e-01	-2.435837e-01	-2.258869e-02	2.258869e-02	2.633257e-01	2.690191e-01
766           	4.516711e-02	-1.141112e-21	5.323158e-01	2.661579e-01	-2.844693e-03	-2.258356e-02	2.887415e-01	-2.435743e-01	-2.258356e-02	2.258356e-02	2.633132e-01	2.690026e-01
767           	4.515685e-02	-1.141054e-21	5.322868e-01	2.661434e-01	-2.842681e-03	-2.257842e-02	2.887218e-01	-2.435650e-01	-2.257842e-02	2.257842e-02	2.633007e-01	2.689861e-01
768           	4.514658e-02	-1.140997e-21	5.322578e-01	2.661289e-01	-2.840659e-03	-2.257329e-02	2.887022e-01	-2.435556e-01	-2.257329e-02	2.257329e-02	2.632882e-01	2.689696e-01
769           	4.513634e-02	-1.140939e-21	5.322287e-01	2.661144e-01	-2.838630e-03	-2.256817e-02	2.886825e-01	-2.435462e-01	-2.256817e-02	2.256817e-02	2.632757e-01	2.689530e-01
770           	4.512609e-02	-1.140880e-21	5.321996e-01	2.660998e-01	-2.836591e-03	-2.256304e-02	2.886629e-01	-2.435368e-01	-2.256304e-02	2.256304e-02	2.632632e-01	2.689364e-01
771           	4.511585e-02	-1.140822e-21	5.321705e-01	2.660852e-01	-2.834546e-03	-2.255792e-02	2.886432e-01	-2.435273e-01	-2.255792e-02	2.255792e-02	2.632507e-01	2.689198e-01
772           	4.510562e-02	-1.140762e-21	5.321413e-01	2.660707e-01	-2.832491e-03	-2.255281e-02	2.886235e-01	-2.435178e-01	-2.255281e-02	2.255281e-02	2.632382e-01	2.689031e-01
773           	4.509539e-02	-1.140703e-21	5.321121e-01	2.660560e-01	-2.830429e-03	-2.254769e-02	2.886037e-01	-2.435083e-01	-2.254769e-02	2.254769e-02	2.632256e-01	2.688865e-01
774           	4.508516e-02	-1.140643e-21	5.320828e-01	2.660414e-01	-2.828358e-03	-2.254258e-02	2.885840e-01	-2.434988e-01	-2.254258e-02	2.254258e-02	2.632130e-01	2.688698e-01
775           	4.507494e-02	-1.140583e-21	5.320535e-01	2.660267e-01	-2.826279e-03	-2.253747e-02	2.885642e-01	-2.434893e-01	-2.253747e-02	2.253747e-02	2.632005e-01	2.688530e-01
776           	4.506471e-02	-1.140523e-21	5.320241e-01	2.660121e-01	-2.824191e-03	-2.253236e-02	2.885444e-01	-2.434797e-01	-2.253236e-02	2.253236e-02	2.631879e-01	2.688363e-01
777           	4.505450e-02	-1.140463e-21	5.319948e-01	2.659974e-01	-2.822095e-03	-2.252725e-02	2.885246e-01	-2.434701e-01	-2.252725e-02	2.252725e-02	2.631753e-01	2.688195e-01
778           	4.504429e-02	-1.140402e-21	5.319653e-01	2.659827e-01	-2.819991e-03	-2.252215e-02	2.885048e-01	-2.434605e-01	-2.252215e-02	2.252215e-02	2.631627e-01	2.688027e-01
779           	4.503409e-02	-1.140341e-21	5.319359e-01	2.659679e-01	-2.817880e-03	-2.251705e-02	2.884850e-01	-2.434509e-01	-2.251705e-02	2.251705e-02	2.631501e-01	2.687858e-01
780           	4.502390e-02	-1.140279e-21	5.319064e-01	2.659532e-01	-2.815760e-03	-2.251195e-02	2.884651e-01	-2.434412e-01	-2.251195e-02	2.251195e-02	2.631374e-01	2.687689e-01
781           	4.501370e-02	-1.140218e-21	5.318768e-01	2.659384e-01	-2.813634e-03	-2.250685e-02	2.884453e-01	-2.434316e-01	-2.250685e-02	2.250685e-02	2.631248e-01	2.687520e-01
782           	4.500351e-02	-1.140155e-21	5.318472e-01	2.659236e-01	-2.811499e-03	-2.250176e-02	2.884254e-01	-2.434219e-01	-2.250176e-02	2.250176e-02	2.631121e-01	2.687351e-01
783           	4.499333e-02	-1.140093e-21	5.318176e-01	2.659088e-01	-2.809357e-03	-2.249666e-02	2.884055e-01	-2.434121e-01	-2.249666e-02	2.249666e-02	2.630995e-01	2.687182e-01
784           	4.498315e-02	-1.140030e-21	5.317880e-01	2.658940e-01	-2.807206e-03	-2.249157e-02	2.883856e-01	-2.434024e-01	-2.249157e-02	2.249157e-02	2.630868e-01	2.687012e-01
785           	4.497297e-02	-1.139967e-21	5.317583e-01	2.658791e-01	-2.805049e-03	-2.248649e-02	2.883656e-01	-2.433927e-01	-2.248649e-02	2.248649e-02	2.630741e-01	2.686842e-01
786           	4.496281e-02	-1.139904e-21	5.317286e-01	2.658643e-01	-2.802883e-03	-2.248140e-02	2.883457e-01	-2.433829e-01	-2.248140e-02	2.248140e-02	2.630614e-01	2.686672e-01
787           	4.495264e-02	-1.139840e-21	5.316988e-01	2.658494e-01	-2.800710e-03	-2.247632e-02	2.883257e-01	-2.433731e-01	-2.247632e-02	2.247632e-02	2.630487e-01	2.686501e-01
788           	4.494249e-02	-1.139776e-21	5.316689e-01	2.658345e-01	-2.798524e-03	-2.247124e-02	2.883057e-01	-2.433632e-01	-2.247124e-02	2.247124e-02	2.630359e-01	2.686330e-01
789           	4.493234e-02	-1.139712e-21	5.316391e-01	2.658196e-01	-2.796341e-03	-2.246617e-02	2.882857e-01	-2.433534e-01	-2.246617e-02	2.246617e-02	2.630232e-01	2.686159e-01
790           	4.492220e-02	-1.139647e-21	5.316092e-01	2.658046e-01	-2.794150e-03	-2.246110e-02	2.882657e-01	-2.433435e-01	-2.246110e-02	2.246110e-02	2.630105e-01	2.685988e-01
791           	4.491206e-02	-1.139582e-21	5.315793e-01	2.657897e-01	-2.791951e-03	-2.245603e-02	2.882457e-01	-2.433336e-01	-2.245603e-02	2.245603e-02	2.629977e-01	2.685816e-01
792           	4.490193e-02	-1.139517e-21	5.315493e-01	2.657747e-01	-2.789742e-03	-2.245097e-02	2.882256e-01	-2.433237e-01	-2.245097e-02	2.245097e-02	2.629849e-01	2.685644e-01
793           	4.489180e-02	-1.139452e-21	5.315193e-01	2.657597e-01	-2.787527e-03	-2.244590e-02	2.882056e-01	-2.433138e-01	-2.244590e-02	2.244590e-02	2.629721e-01	2.685472e-01
794           	4.488168e-02	-1.139387e-21	5.314893e-01	2.657447e-01	-2.785304e-03	-2.244084e-02	2.881855e-01	-2.433038e-01	-2.244084e-02	2.244084e-02	2.629594e-01	2.685300e-01
795           	4.487157e-02	-1.139322e-21	5.314593e-01	2.657296e-01	-2.783075e-03	-2.243579e-02	2.881654e-01	-2.432938e-01	-2.243579e-02	2.243579e-02	2.629466e-01	2.685127e-01
796           	4.486147e-02	-1.139257e-21	5.314292e-01	2.657146e-01	-2.780838e-03	-2.243073e-02	2.881453e-01	-2.432838e-01	-2.243073e-02	2.243073e-02	2.629337e-01	2.684954e-01
797           	4.485137e-02	-1.139191e-21	5.313990e-01	2.656995e-01	-2.778595e-03	-2.242569e-02	2.881252e-01	-2.432738e-01	-2.242569e-02	2.242569e-02	2.629209e-01	2.684781e-01
798           	4.484128e-02	-1.139126e-21	5.313689e-01	2.656844e-01	-2.776344e-03	-2.242064e-02	2.881051e-01	-2.432638e-01	-2.242064e-02	2.242064e-02	2.629081e-01	2.684608e-01
799           	4.483120e-02	-1.139060e-21	5.313386e-01	2.656693e-01	-2.774087e-03	-2.241560e-02	2.880849e-01	-2.432537e-01	-2.241560e-02	2.241560e-02	2.628952e-01	2.684434e-01
800           	4.482113e-02	-1.138994e-21	5.313084e-01	2.656542e-01	-2.771822e-03	-2.241057e-02	2.880648e-01	-2.432436e-01	-2.241057e-02	2.241057e-02	2.628824e-01	2.684260e-01
801           	4.481106e-02	-1.138927e-21	5.312781e-01	2.656391e-01	-2.769553e-03	-2.240553e-02	2.880446e-01	-2.432335e-01	-2.240553e-02	2.240553e-02	2.628695e-01	2.684086e-01
802           	4.480100e-02	-1.138860e-21	5.312478e-01	2.656239e-01	-2.767273e-03	-2.240050e-02	2.880244e-01	-2.432234e-01	-2.240050e-02	2.240050e-02	2.628566e-01	2.683912e-01
803           	4.479094e-02	-1.138793e-21	5.312175e-01	2.656087e-01	-2.764989e-03	-2.239547e-02	2.880042e-01	-2.432133e-01	-2.239547e-02	2.239547e-02	2.628438e-01	2.683737e-01
804           	4.478090e-02	-1.138726e-21	5.311871e-01	2.655936e-01	-2.762695e-03	-2.239045e-02	2.879840e-01	-2.432031e-01	-2.239045e-02	2.239045e-02	2.628309e-01	2.683563e-01
805           	4.477086e-02	-1.138657e-21	5.311567e-01	2.655784e-01	-2.760397e-03	-2.238543e-02	2.879638e-01	-2.431929e-01	-2.238543e-02	2.238543e-02	2.628180e-01	2.683388e-01
806           	4.476084e-02	-1.138589e-21	5.311263e-01	2.655632e-01	-2.758090e-03	-2.238042e-02	2.879436e-01	-2.431827e-01	-2.238042e-02	2.238042e-02	2.628051e-01	2.683213e-01
807           	4.475082e-02	-1.138520e-21	5.310959e-01	2.655479e-01	-2.755778e-03	-2.237541e-02	2.879233e-01	-2.431725e-01	-2.237541e-02	2.237541e-02	2.627922e-01	2.683037e-01
808           	4.474082e-02	-1.138451e-21	5.310654e-01	2.655327e-01	-2.753456e-03	-2.237041e-02	2.879031e-01	-2.431623e-01	-2.237041e-02	2.237041e-02	2.627792e-01	2.682862e-01
809           	4.473081e-02	-1.138380e-21	5.310349e-01	2.655174e-01	-2.751129e-03	-2.236541e-02	2.878828e-01	-2.431520e-01	-2.236541e-02	2.236541e-02	2.627663e-01	2.682686e-01
810           	4.472083e-02	-1.138309e-21	5.310043e-01	2.655022e-01	-2.748795e-03	-2.236041e-02	2.878626e-01	-2.431418e-01	-2.236041e-02	2.236041e-02	2.627534e-01	2.682510e-01
811           	4.471086e-02	-1.138238e-21	5.309738e-01	2.654869e-01	-2.746455e-03	-2.235543e-02	2.878423e-01	-2.431315e-01	-2.235543e-02	2.235543e-02	2.627404e-01	2.682333e-01
812           	4.470090e-02	-1.138167e-21	5.309432e-01	2.654716e-01	-2.744108e-03	-2.235045e-02	2.878220e-01	-2.431211e-01	-2.235045e-02	2.235045e-02	2.627275e-01	2.682157e-01
813           	4.469093e-02	-1.138095e-21	5.309126e-01	2.654563e-01	-2.741756e-03	-2.234547e-02	2.878018e-01	-2.431108e-01	-2.234547e-02	2.234547e-02	2.627145e-01	2.681980e-01
814           	4.468099e-02	-1.138024e-21	5.308819e-01	2.654410e-01	-2.739396e-03	-2.234049e-02	2.877815e-01	-2.431005e-01	-2.234049e-02	2.234049e-02	2.627016e-01	2.681804e-01
815           	4.467105e-02	-1.137952e-21	5.308512e-01	2.654256e-01	-2.737032e-03	-2.233553e-02	2.877611e-01	-2.430901e-01	-2.233553e-02	2.233553e-02	2.626886e-01	2.681627e-01
816           	4.466113e-02	-1.137880e-21	5.308205e-01	2.654103e-01	-2.734658e-03	-2.233056e-02	2.877408e-01	-2.430797e-01	-2.233056e-02	2.233056e-02	2.626756e-01	2.681449e-01
817           	4.465119e-02	-1.137807e-21	5.307898e-01	2.653949e-01	-2.732283e-03	-2.232560e-02	2.877205e-01	-2.430693e-01	-2.232560e-02	2.232560e-02	2.626626e-01	2.681272e-01
818           	4.464127e-02	-1.137734e-21	5.307591e-01	2.653795e-01	-2.729899e-03	-2.232064e-02	2.877002e-01	-2.430589e-01	-2.232064e-02	2.232064e-02	2.626496e-01	2.681094e-01
819           	4.463138e-02	-1.137662e-21	5.307283e-01	2.653641e-01	-2.727507e-03	-2.231569e-02	2.876798e-01	-2.430485e-01	-2.231569e-02	2.231569e-02	2.626366e-01	2.680917e-01
820           	4.462147e-02	-1.137587e-21	5.306975e-01	2.653487e-01	-2.725111e-03	-2.231074e-02	2.876595e-01	-2.430380e-01	-2.231074e-02	2.231074e-02	2.626236e-01	2.680739e-01
821           	4.461157e-02	-1.137514e-21	5.306667e-01	2.653333e-01	-2.722710e-03	-2.230578e-02	2.876391e-01	-2.430275e-01	-2.230578e-02	2.230578e-02	2.626106e-01	2.680560e-01
822           	4.460168e-02	-1.137441e-21	5.306358e-01	2.653179e-01	-2.720299e-03	-2.230084e-02	2.876187e-01	-2.430171e-01	-2.230084e-02	2.230084e-02	2.625976e-01	2.680382e-01
823           	4.459181e-02	-1.137366e-21	5.306049e-01	2.653025e-01	-2.717885e-03	-2.229590e-02	2.875984e-01	-2.430066e-01	-2.229590e-02	2.229590e-02	2.625846e-01	2.680203e-01
824           	4.458194e-02	-1.137292e-21	5.305740e-01	2.652870e-01	-2.715463e-03	-2.229097e-02	2.875780e-01	-2.429960e-01	-2.229097e-02	2.229097e-02	2.625715e-01	2.680025e-01
825           	4.457209e-02	-1.137218e-21	5.305431e-01	2.652715e-01	-2.713034e-03	-2.228605e-02	2.875576e-01	-2.429855e-01	-2.228605e-02	2.228605e-02	2.625585e-01	2.679846e-01
826           	4.456223e-02	-1.137142e-21	5.305122e-01	2.652561e-01	-2.710601e-03	-2.228112e-02	2.875372e-01	-2.429750e-01	-2.228112e-02	2.228112e-02	2.625455e-01	2.679667e-01
827           	4.455239e-02	-1.137066e-21	5.304812e-01	2.652406e-01	-2.708163e-03	-2.227619e-02	2.875168e-01	-2.429644e-01	-2.227619e-02	2.227619e-02	2.625324e-01	2.679488e-01
828           	4.454256e-02	-1.136991e-21	5.304502e-01	2.652251e-01	-2.705715e-03	-2.227128e-02	2.874964e-01	-2.429538e-01	-2.227128e-02	2.227128e-02	2.625194e-01	2.679308e-01
829           	4.453275e-02	-1.136917e-21	5.304192e-01	2.652096e-01	-2.703260e-03	-2.226637e-02	2.874760e-01	-2.429432e-01	-2.226637e-02	2.226637e-02	2.625063e-01	2.679129e-01
830           	4.452293e-02	-1.136840e-21	5.303882e-01	2.651941e-01	-2.700805e-03	-2.226147e-02	2.874556e-01	-2.429326e-01	-2.226147e-02	2.226147e-02	2.624933e-01	2.678949e-01
831           	4.451312e-02	-1.136763e-21	5.303571e-01	2.651786e-01	-2.698343e-03	-2.225656e-02	2.874351e-01	-2.429220e-01	-2.225656e-02	2.225656e-02	2.624802e-01	2.678769e-01
832           	4.450333e-02	-1.136687e-21	5.303261e-01	2.651630e-01	-2.695872e-03	-2.225166e-02	2.874147e-01	-2.429114e-01	-2.225166e-02	2.225166e-02	2.624672e-01	2.678589e-01
833           	4.449355e-02	-1.136612e-21	5.302950e-01	2.651475e-01	-2.693396e-03	-2.224678e-02	2.873943e-01	-2.429007e-01	-2.224678e-02	2.224678e-02	2.624541e-01	2.678409e-01
834           	4.448378e-02	-1.136535e-21	5.302639e-01	2.651320e-01	-2.690914e-03	-2.224189e-02	2.873738e-01	-2.428901e-01	-2.224189e-02	2.224189e-02	2.624410e-01	2.678229e-01
835           	4.447402e-02	-1.136458e-21	5.302328e-01	2.651164e-01	-2.688427e-03	-2.223701e-02	2.873534e-01	-2.428794e-01	-2.223701e-02	2.223701e-02	2.624280e-01	2.678048e-01
836           	4.446427e-02	-1.136381e-21	5.302016e-01	2.651008e-01	-2.685935e-03	-2.223214e-02	2.873329e-01	-2.428687e-01	-2.223214e-02	2.223214e-02	2.624149e-01	2.677867e-01
837           	4.445452e-02	-1.136302e-21	5.301705e-01	2.650852e-01	-2.683440e-03	-2.222726e-02	2.873125e-01	-2.428580e-01	-2.222726e-02	2.222726e-02	2.624018e-01	2.677687e-01
838           	4.444477e-02	-1.136224e-21	5.301393e-01	2.650696e-01	-2.680938e-03	-2.222239e-02	2.872920e-01	-2.428473e-01	-2.222239e-02	2.222239e-02	2.623887e-01	2.677506e-01
839           	4.443504e-02	-1.136147e-21	5.301081e-01	2.650540e-01	-2.678430e-03	-2.221752e-02	2.872716e-01	-2.428365e-01	-2.221752e-02	2.221752e-02	2.623756e-01	2.677325e-01
840           	4.442532e-02	-1.136069e-21	5.300769e-01	2.650384e-01	-2.675915e-03	-2.221266e-02	2.872511e-01	-2.428258e-01	-2.221266e-02	2.221266e-02	2.623625e-01	2.677143e-01
841           	4.441561e-02	-1.135991e-21	5.300456e-01	2.650228e-01	-2.673395e-03	-2.220781e-02	2.872306e-01	-2.428150e-01	-2.220781e-02	2.220781e-02	2.623494e-01	2.676962e-01
842           	4.440592e-02	-1.135912e-21	5.300144e-01	2.650072e-01	-2.670870e-03	-2.220296e-02	2.872102e-01	-2.428042e-01	-2.220296e-02	2.220296e-02	2.623363e-01	2.676781e-01
843           	4.439623e-02	-1.135833e-21	5.299831e-01	2.649916e-01	-2.668340e-03	-2.219812e-02	2.871897e-01	-2.427935e-01	-2.219812e-02	2.219812e-02	2.623232e-01	2.676599e-01
844           	4.438655e-02	-1.135752e-21	5.299519e-01	2.649759e-01	-2.665807e-03	-2.219327e-02	2.871692e-01	-2.427827e-01	-2.219327e-02	2.219327e-02	2.623101e-01	2.676417e-01
845           	4.437687e-02	-1.135672e-21	5.299206e-01	2.649603e-01	-2.663268e-03	-2.218843e-02	2.871487e-01	-2.427719e-01	-2.218843e-02	2.218843e-02	2.622970e-01	2.676236e-01
846           	4.436719e-02	-1.135593e-21	5.298893e-01	2.649446e-01	-2.660725e-03	-2.218360e-02	2.871282e-01	-2.427610e-01	-2.218360e-02	2.218360e-02	2.622839e-01	2.676054e-01
847           	4.435753e-02	-1.135513e-21	5.298580e-01	2.649290e-01	-2.658174e-03	-2.217877e-02	2.871077e-01	-2.427502e-01	-2.217877e-02	2.217877e-02	2.622708e-01	2.675872e-01
848           	4.434788e-02	-1.135433e-21	5.298266e-01	2.649133e-01	-2.655621e-03	-2.217394e-02	2.870873e-01	-2.427394e-01	-2.217394e-02	2.217394e-02	2.622577e-01	2.675689e-01
849           	4.433825e-02	-1.135352e-21	5.297953e-01	2.648976e-01	-2.653061e-03	-2.216912e-02	2.870668e-01	-2.427285e-01	-2.216912e-02	2.216912e-02	2.622446e-01	2.675507e-01
850           	4.432862e-02	-1.135271e-21	5.297639e-01	2.648820e-01	-2.650497e-03	-2.216431e-02	2.870463e-01	-2.427176e-01	-2.216431e-02	2.216431e-02	2.622315e-01	2.675325e-01
851           	4.431902e-02	-1.135190e-21	5.297326e-01	2.648663e-01	-2.647928e-03	-2.215951e-02	2.870258e-01	-2.427068e-01	-2.215951e-02	2.215951e-02	2.622183e-01	2.675142e-01
852           	4.430942e-02	-1.135109e-21	5.297012e-01	2.648506e-01	-2.645354e-03	-2.215471e-02	2.870053e-01	-2.426959e-01	-2.215471e-02	2.215471e-02	2.622052e-01	2.674959e-01
853           	4.429983e-02	-1.135027e-21	5.296698e-01	2.648349e-01	-2.642776e-03	-2.214992e-02	2.869848e-01	-2.426850e-01	-2.214992e-02	2.214992e-02	2.621921e-01	2.674777e-01
