# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	gammaInt_solver	gammaInt_initial	gammaInt_final	gammaInt_iters	gammaInt_converged	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged	ReThetat_solver	ReThetat_initial	ReThetat_final	ReThetat_iters	ReThetat_converged
410           	DILUPBiCGStab	1.414130e-05	1.027750e-07	1	2.987250e-05	2.491510e-08	2	false	DILUPBiCGStab	1.881290e-05	6.045500e-08	1	true	GAMG	2.311850e-05	1.260030e-07	7	true	DILUPBiCGStab	6.120630e-06	4.127830e-08	1	true	DILUPBiCGStab	2.022050e-07	5.711960e-09	1	true	DILUPBiCGStab	5.402710e-06	4.600370e-09	1	true
411           	DILUPBiCGStab	1.407030e-05	1.017810e-07	1	2.949630e-05	2.465700e-08	2	false	DILUPBiCGStab	1.875410e-05	6.026840e-08	1	true	GAMG	2.288370e-05	1.244290e-07	7	true	DILUPBiCGStab	6.109100e-06	4.098470e-08	1	true	DILUPBiCGStab	2.015560e-07	5.681410e-09	1	true	DILUPBiCGStab	5.400720e-06	4.569100e-09	1	true
412           	DILUPBiCGStab	1.399900e-05	1.007710e-07	1	2.912780e-05	2.440270e-08	2	false	DILUPBiCGStab	1.869560e-05	6.008440e-08	1	true	GAMG	2.264940e-05	1.228190e-07	7	true	DILUPBiCGStab	6.099600e-06	4.069960e-08	1	true	DILUPBiCGStab	2.008100e-07	5.651490e-09	1	true	DILUPBiCGStab	5.405010e-06	4.539000e-09	1	true
413           	DILUPBiCGStab	1.392740e-05	9.974800e-08	1	2.876700e-05	2.415250e-08	2	false	DILUPBiCGStab	1.863750e-05	5.990240e-08	1	true	GAMG	2.245700e-05	1.211710e-07	7	true	DILUPBiCGStab	6.091460e-06	4.041130e-08	1	true	DILUPBiCGStab	2.000730e-07	5.622310e-09	1	true	DILUPBiCGStab	5.405250e-06	4.509960e-09	1	true
414           	DILUPBiCGStab	1.385570e-05	9.871150e-08	1	2.841270e-05	2.390430e-08	2	false	DILUPBiCGStab	1.858010e-05	5.972450e-08	1	true	GAMG	2.228170e-05	1.195560e-07	7	true	DILUPBiCGStab	6.079660e-06	4.013310e-08	1	true	DILUPBiCGStab	1.993560e-07	5.593150e-09	1	true	DILUPBiCGStab	5.407820e-06	4.480320e-09	1	true
415           	DILUPBiCGStab	1.378380e-05	9.766270e-08	1	2.806390e-05	2.365740e-08	2	false	DILUPBiCGStab	1.852260e-05	5.954810e-08	1	true	GAMG	2.198060e-05	1.180990e-07	7	true	DILUPBiCGStab	6.065880e-06	3.985650e-08	1	true	DILUPBiCGStab	1.986800e-07	5.564660e-09	1	true	DILUPBiCGStab	5.407580e-06	4.454150e-09	1	true
416           	DILUPBiCGStab	1.371180e-05	9.660340e-08	1	2.772420e-05	2.341520e-08	2	false	DILUPBiCGStab	1.846550e-05	5.937500e-08	1	true	GAMG	2.177720e-05	1.167260e-07	7	true	DILUPBiCGStab	6.052690e-06	3.959160e-08	1	true	DILUPBiCGStab	1.980010e-07	5.534830e-09	1	true	DILUPBiCGStab	5.407570e-06	4.428850e-09	1	true
417           	DILUPBiCGStab	1.363970e-05	9.553540e-08	1	2.738970e-05	2.317210e-08	2	false	DILUPBiCGStab	1.840870e-05	5.920380e-08	1	true	GAMG	2.142980e-05	1.154480e-07	7	true	DILUPBiCGStab	6.042810e-06	3.933960e-08	1	true	DILUPBiCGStab	1.973070e-07	5.507930e-09	1	true	DILUPBiCGStab	5.409980e-06	4.404230e-09	1	true
418           	DILUPBiCGStab	1.356750e-05	9.446100e-08	1	2.706280e-05	2.293160e-08	2	false	DILUPBiCGStab	1.835210e-05	5.903290e-08	1	true	GAMG	2.110690e-05	1.141690e-07	7	true	DILUPBiCGStab	6.026660e-06	3.905240e-08	1	true	DILUPBiCGStab	1.966870e-07	5.479740e-09	1	true	DILUPBiCGStab	5.399960e-06	4.377950e-09	1	true
419           	DILUPBiCGStab	1.349540e-05	9.337960e-08	1	2.674220e-05	2.269220e-08	2	false	DILUPBiCGStab	1.829590e-05	5.886460e-08	1	true	GAMG	2.088130e-05	1.129440e-07	7	true	DILUPBiCGStab	6.011780e-06	3.871270e-08	1	true	DILUPBiCGStab	1.959450e-07	5.449650e-09	1	true	DILUPBiCGStab	5.398370e-06	4.352810e-09	1	true
420           	DILUPBiCGStab	1.342340e-05	9.229240e-08	1	2.642750e-05	2.245690e-08	2	false	DILUPBiCGStab	1.824040e-05	5.869960e-08	1	true	GAMG	2.074770e-05	1.117280e-07	7	true	DILUPBiCGStab	6.002760e-06	3.842530e-08	1	true	DILUPBiCGStab	1.952830e-07	5.423810e-09	1	true	DILUPBiCGStab	5.389510e-06	4.328640e-09	1	true
421           	DILUPBiCGStab	1.335130e-05	9.119800e-08	1	2.611820e-05	2.221620e-08	2	false	DILUPBiCGStab	1.818530e-05	5.853860e-08	1	true	GAMG	2.056480e-05	1.105510e-07	7	true	DILUPBiCGStab	5.986070e-06	3.814340e-08	1	true	DILUPBiCGStab	1.947370e-07	5.396250e-09	1	true	DILUPBiCGStab	5.389280e-06	4.306940e-09	1	true
422           	DILUPBiCGStab	1.327930e-05	9.010010e-08	1	2.581600e-05	2.197520e-08	2	false	DILUPBiCGStab	1.813000e-05	5.837810e-08	1	true	GAMG	2.027510e-05	1.094100e-07	7	true	DILUPBiCGStab	5.967210e-06	3.787060e-08	1	true	DILUPBiCGStab	1.940180e-07	5.366030e-09	1	true	DILUPBiCGStab	5.387790e-06	4.285470e-09	1	true
423           	DILUPBiCGStab	1.320740e-05	8.899900e-08	1	2.552010e-05	2.173680e-08	2	false	DILUPBiCGStab	1.807540e-05	5.822100e-08	1	true	GAMG	2.005340e-05	1.082220e-07	7	true	DILUPBiCGStab	5.957330e-06	3.762110e-08	1	true	DILUPBiCGStab	1.934400e-07	5.342060e-09	1	true	DILUPBiCGStab	5.383740e-06	4.262780e-09	1	true
424           	DILUPBiCGStab	1.313580e-05	8.789570e-08	1	2.522940e-05	2.519010e-07	1	false	DILUPBiCGStab	1.802060e-05	5.806460e-08	1	true	GAMG	1.991430e-05	1.153610e-07	7	true	DILUPBiCGStab	5.942910e-06	3.737130e-08	1	true	DILUPBiCGStab	1.929560e-07	5.316040e-09	1	true	DILUPBiCGStab	5.379680e-06	4.240190e-09	1	true
425           	DILUPBiCGStab	1.306270e-05	8.673720e-08	1	2.499100e-05	2.495710e-07	1	false	DILUPBiCGStab	1.796620e-05	5.791160e-08	1	true	GAMG	1.972540e-05	1.105770e-07	7	true	DILUPBiCGStab	5.927210e-06	3.712410e-08	1	true	DILUPBiCGStab	1.922410e-07	5.286400e-09	1	true	DILUPBiCGStab	5.375640e-06	4.217310e-09	1	true
426           	DILUPBiCGStab	1.299050e-05	8.559680e-08	1	2.474130e-05	2.469390e-07	1	false	DILUPBiCGStab	1.791270e-05	5.776500e-08	1	true	GAMG	1.956060e-05	1.049580e-07	7	true	DILUPBiCGStab	5.916980e-06	3.689500e-08	1	true	DILUPBiCGStab	1.915880e-07	5.263380e-09	1	true	DILUPBiCGStab	5.371290e-06	4.194730e-09	1	true
427           	DILUPBiCGStab	1.291950e-05	8.448630e-08	1	2.447390e-05	2.438600e-07	1	false	DILUPBiCGStab	1.785910e-05	5.761970e-08	1	true	GAMG	1.944530e-05	1.024040e-07	7	true	DILUPBiCGStab	5.899780e-06	3.667550e-08	1	true	DILUPBiCGStab	1.911130e-07	5.237930e-09	1	true	DILUPBiCGStab	5.364200e-06	4.174090e-09	1	true
428           	DILUPBiCGStab	1.284920e-05	8.338770e-08	1	2.420360e-05	2.406420e-07	1	false	DILUPBiCGStab	1.780570e-05	5.747640e-08	1	true	GAMG	1.935910e-05	1.032820e-07	7	true	DILUPBiCGStab	5.882640e-06	3.645460e-08	1	true	DILUPBiCGStab	1.904420e-07	5.209150e-09	1	true	DILUPBiCGStab	5.359550e-06	4.153960e-09	1	true
429           	DILUPBiCGStab	1.277920e-05	8.228960e-08	1	2.393970e-05	2.374690e-07	1	false	DILUPBiCGStab	1.775250e-05	5.733340e-08	1	true	GAMG	1.928400e-05	1.034290e-07	7	true	DILUPBiCGStab	5.871880e-06	3.625190e-08	1	true	DILUPBiCGStab	1.898120e-07	5.186690e-09	1	true	DILUPBiCGStab	5.354920e-06	4.134300e-09	1	true
430           	DILUPBiCGStab	1.270940e-05	8.119080e-08	1	2.368510e-05	2.344010e-07	1	false	DILUPBiCGStab	1.770050e-05	5.719680e-08	1	true	GAMG	1.921370e-05	1.026380e-07	7	true	DILUPBiCGStab	5.857740e-06	3.601690e-08	1	true	DILUPBiCGStab	1.892720e-07	5.159390e-09	1	true	DILUPBiCGStab	5.351570e-06	4.114340e-09	1	true
431           	DILUPBiCGStab	1.264000e-05	8.009610e-08	1	2.343780e-05	2.314070e-07	1	false	DILUPBiCGStab	1.764830e-05	5.705930e-08	1	true	GAMG	1.910060e-05	1.014190e-07	7	true	DILUPBiCGStab	5.844040e-06	3.579920e-08	1	true	DILUPBiCGStab	1.887280e-07	5.135890e-09	1	true	DILUPBiCGStab	5.345310e-06	4.095290e-09	1	true
432           	DILUPBiCGStab	1.257100e-05	7.900610e-08	1	2.319710e-05	2.284570e-07	1	false	DILUPBiCGStab	1.759670e-05	5.692630e-08	1	true	GAMG	1.893830e-05	1.002430e-07	7	true	DILUPBiCGStab	5.831310e-06	3.559320e-08	1	true	DILUPBiCGStab	1.881720e-07	5.108830e-09	1	true	DILUPBiCGStab	5.337640e-06	4.076340e-09	1	true
433           	DILUPBiCGStab	1.250250e-05	7.792230e-08	1	2.296230e-05	2.255480e-07	1	false	DILUPBiCGStab	1.754490e-05	5.679280e-08	1	true	GAMG	1.877570e-05	9.927830e-08	7	true	DILUPBiCGStab	5.819440e-06	3.541570e-08	1	true	DILUPBiCGStab	1.876630e-07	5.086940e-09	1	true	DILUPBiCGStab	5.324990e-06	4.056570e-09	1	true
434           	DILUPBiCGStab	1.243460e-05	7.684430e-08	1	2.273430e-05	2.226850e-07	1	false	DILUPBiCGStab	1.749400e-05	5.666430e-08	1	true	GAMG	1.868260e-05	9.843830e-08	7	true	DILUPBiCGStab	5.811230e-06	3.524470e-08	1	true	DILUPBiCGStab	1.870620e-07	5.058520e-09	1	true	DILUPBiCGStab	5.321100e-06	4.036020e-09	1	true
435           	DILUPBiCGStab	1.236710e-05	7.577200e-08	1	2.251350e-05	2.198720e-07	1	false	DILUPBiCGStab	1.744320e-05	5.653620e-08	1	true	GAMG	1.897280e-05	9.768310e-08	7	true	DILUPBiCGStab	5.795830e-06	3.506730e-08	1	true	DILUPBiCGStab	1.865270e-07	5.037390e-09	1	true	DILUPBiCGStab	5.313750e-06	4.015830e-09	1	true
436           	DILUPBiCGStab	1.230020e-05	7.470570e-08	1	2.229810e-05	2.171010e-07	1	false	DILUPBiCGStab	1.739260e-05	5.640960e-08	1	true	GAMG	1.882230e-05	9.700580e-08	7	true	DILUPBiCGStab	5.780170e-06	3.489320e-08	1	true	DILUPBiCGStab	1.859580e-07	5.009240e-09	1	true	DILUPBiCGStab	5.308830e-06	3.996760e-09	1	true
437           	DILUPBiCGStab	1.223380e-05	7.364520e-08	1	2.209080e-05	2.143960e-07	1	false	DILUPBiCGStab	1.734200e-05	5.628230e-08	1	true	GAMG	1.857110e-05	9.633820e-08	7	true	DILUPBiCGStab	5.765620e-06	3.472360e-08	1	true	DILUPBiCGStab	1.854960e-07	4.988800e-09	1	true	DILUPBiCGStab	5.300480e-06	3.977150e-09	1	true
438           	DILUPBiCGStab	1.216790e-05	7.259450e-08	1	2.189250e-05	2.117580e-07	1	false	DILUPBiCGStab	1.729210e-05	5.615950e-08	1	true	GAMG	1.845010e-05	9.560650e-08	7	true	DILUPBiCGStab	5.758090e-06	3.456900e-08	1	true	DILUPBiCGStab	1.848820e-07	4.960600e-09	1	true	DILUPBiCGStab	5.292860e-06	3.957870e-09	1	true
439           	DILUPBiCGStab	1.210270e-05	7.155440e-08	1	2.170080e-05	2.091670e-07	1	false	DILUPBiCGStab	1.724240e-05	5.603740e-08	1	true	GAMG	1.819010e-05	9.486410e-08	7	true	DILUPBiCGStab	5.745500e-06	3.440610e-08	1	true	DILUPBiCGStab	1.843110e-07	4.940670e-09	1	true	DILUPBiCGStab	5.288800e-06	3.938720e-09	1	true
440           	DILUPBiCGStab	1.203810e-05	7.052380e-08	1	2.151910e-05	2.066490e-07	1	false	DILUPBiCGStab	1.719340e-05	5.592030e-08	1	true	GAMG	1.814060e-05	9.406630e-08	7	true	DILUPBiCGStab	5.730880e-06	3.422400e-08	1	true	DILUPBiCGStab	1.837660e-07	4.913100e-09	1	true	DILUPBiCGStab	5.280630e-06	3.919310e-09	1	true
441           	DILUPBiCGStab	1.197410e-05	6.950270e-08	1	2.134820e-05	2.042010e-07	1	false	DILUPBiCGStab	1.714420e-05	5.580540e-08	1	true	GAMG	1.808990e-05	9.329020e-08	7	true	DILUPBiCGStab	5.714330e-06	3.404580e-08	1	true	DILUPBiCGStab	1.832660e-07	4.893590e-09	1	true	DILUPBiCGStab	5.274730e-06	3.899380e-09	1	true
442           	DILUPBiCGStab	1.191080e-05	6.849230e-08	1	2.118710e-05	2.018200e-07	1	false	DILUPBiCGStab	1.709540e-05	5.569200e-08	1	true	GAMG	1.805660e-05	9.252630e-08	7	true	DILUPBiCGStab	5.702940e-06	3.386050e-08	1	true	DILUPBiCGStab	1.827710e-07	4.867250e-09	1	true	DILUPBiCGStab	5.267910e-06	3.878610e-09	1	true
443           	DILUPBiCGStab	1.184810e-05	6.749400e-08	1	2.103630e-05	1.995160e-07	1	false	DILUPBiCGStab	1.704710e-05	5.557790e-08	1	true	GAMG	1.829300e-05	1.789820e-07	6	true	DILUPBiCGStab	5.688790e-06	3.368540e-08	1	true	DILUPBiCGStab	1.821770e-07	4.846160e-09	1	true	DILUPBiCGStab	5.258140e-06	3.859260e-09	1	true
444           	DILUPBiCGStab	1.178610e-05	6.650700e-08	1	2.088920e-05	1.972470e-07	1	false	DILUPBiCGStab	1.699900e-05	5.546710e-08	1	true	GAMG	1.842860e-05	1.769730e-07	6	true	DILUPBiCGStab	5.675080e-06	3.353030e-08	1	true	DILUPBiCGStab	1.816550e-07	4.821550e-09	1	true	DILUPBiCGStab	5.253930e-06	3.839600e-09	1	true
445           	DILUPBiCGStab	1.172480e-05	6.553270e-08	1	2.074820e-05	1.950030e-07	1	false	DILUPBiCGStab	1.695120e-05	5.535610e-08	1	true	GAMG	1.851040e-05	1.752690e-07	6	true	DILUPBiCGStab	5.661900e-06	3.337840e-08	1	true	DILUPBiCGStab	1.811310e-07	4.799630e-09	1	true	DILUPBiCGStab	5.243550e-06	3.819890e-09	1	true
446           	DILUPBiCGStab	1.166420e-05	6.457200e-08	1	2.061120e-05	1.927890e-07	1	false	DILUPBiCGStab	1.690390e-05	5.524710e-08	1	true	GAMG	1.851300e-05	1.737590e-07	6	true	DILUPBiCGStab	5.649780e-06	3.323490e-08	1	true	DILUPBiCGStab	1.805900e-07	4.775980e-09	1	true	DILUPBiCGStab	5.235930e-06	3.800370e-09	1	true
447           	DILUPBiCGStab	1.160440e-05	6.362370e-08	1	2.047880e-05	1.906040e-07	1	false	DILUPBiCGStab	1.685710e-05	5.514000e-08	1	true	GAMG	1.866580e-05	1.724470e-07	6	true	DILUPBiCGStab	5.638050e-06	3.309590e-08	1	true	DILUPBiCGStab	1.800310e-07	4.753290e-09	1	true	DILUPBiCGStab	5.227660e-06	3.780760e-09	1	true
448           	DILUPBiCGStab	1.154520e-05	6.268840e-08	1	2.034820e-05	1.884240e-07	1	false	DILUPBiCGStab	1.681090e-05	5.503650e-08	1	true	GAMG	1.860560e-05	1.712030e-07	6	true	DILUPBiCGStab	5.625750e-06	3.295190e-08	1	true	DILUPBiCGStab	1.795090e-07	4.730670e-09	1	true	DILUPBiCGStab	5.221210e-06	3.761630e-09	1	true
449           	DILUPBiCGStab	1.148680e-05	6.176630e-08	1	2.022090e-05	1.862830e-07	1	false	DILUPBiCGStab	1.676510e-05	5.493590e-08	1	true	GAMG	1.853270e-05	1.698760e-07	6	true	DILUPBiCGStab	5.614620e-06	3.280060e-08	1	true	DILUPBiCGStab	1.789990e-07	4.708340e-09	1	true	DILUPBiCGStab	5.212840e-06	3.742760e-09	1	true
450           	DILUPBiCGStab	1.142900e-05	6.085680e-08	1	2.009590e-05	1.841470e-07	1	false	DILUPBiCGStab	1.671970e-05	5.483710e-08	1	true	GAMG	1.840560e-05	1.685650e-07	6	true	DILUPBiCGStab	5.603430e-06	3.265530e-08	1	true	DILUPBiCGStab	1.785060e-07	4.686280e-09	1	true	DILUPBiCGStab	5.206450e-06	3.725580e-09	1	true
451           	DILUPBiCGStab	1.137210e-05	5.996320e-08	1	1.997310e-05	1.820410e-07	1	false	DILUPBiCGStab	1.667490e-05	5.474080e-08	1	true	GAMG	1.824150e-05	1.673340e-07	6	true	DILUPBiCGStab	5.593340e-06	3.252330e-08	1	true	DILUPBiCGStab	1.780210e-07	4.664420e-09	1	true	DILUPBiCGStab	5.199320e-06	3.709240e-09	1	true
452           	DILUPBiCGStab	1.131590e-05	5.908970e-08	1	1.985290e-05	1.799700e-07	1	false	DILUPBiCGStab	1.663040e-05	5.464580e-08	1	true	GAMG	1.815430e-05	1.661190e-07	6	true	DILUPBiCGStab	5.581950e-06	3.240730e-08	1	true	DILUPBiCGStab	1.775470e-07	4.642850e-09	1	true	DILUPBiCGStab	5.194810e-06	3.692930e-09	1	true
453           	DILUPBiCGStab	1.126050e-05	5.823420e-08	1	1.973540e-05	1.779280e-07	1	false	DILUPBiCGStab	1.658640e-05	5.455190e-08	1	true	GAMG	1.830130e-05	1.648670e-07	6	true	DILUPBiCGStab	5.570010e-06	3.229300e-08	1	true	DILUPBiCGStab	1.770850e-07	4.621310e-09	1	true	DILUPBiCGStab	5.185770e-06	3.677560e-09	1	true
454           	DILUPBiCGStab	1.120590e-05	5.739710e-08	1	1.961690e-05	1.758740e-07	1	false	DILUPBiCGStab	1.654260e-05	5.445940e-08	1	true	GAMG	1.833680e-05	1.823060e-07	5	true	DILUPBiCGStab	5.558160e-06	3.218720e-08	1	true	DILUPBiCGStab	1.766020e-07	4.599960e-09	1	true	DILUPBiCGStab	5.177290e-06	3.662850e-09	1	true
455           	DILUPBiCGStab	1.115190e-05	5.657950e-08	1	1.950090e-05	1.738190e-07	1	false	DILUPBiCGStab	1.649900e-05	5.436810e-08	1	true	GAMG	1.829450e-05	1.807660e-07	5	true	DILUPBiCGStab	5.551710e-06	3.209110e-08	1	true	DILUPBiCGStab	1.761540e-07	4.578590e-09	1	true	DILUPBiCGStab	5.173490e-06	3.649090e-09	1	true
456           	DILUPBiCGStab	1.109880e-05	5.578070e-08	1	1.938700e-05	1.718170e-07	1	false	DILUPBiCGStab	1.645610e-05	5.427950e-08	1	true	GAMG	1.828360e-05	1.795390e-07	5	true	DILUPBiCGStab	5.540470e-06	3.199540e-08	1	true	DILUPBiCGStab	1.756430e-07	4.557180e-09	1	true	DILUPBiCGStab	5.163740e-06	3.635580e-09	1	true
457           	DILUPBiCGStab	1.104640e-05	5.500320e-08	1	1.927560e-05	1.698610e-07	1	false	DILUPBiCGStab	1.641300e-05	5.419060e-08	1	true	GAMG	1.856460e-05	1.785800e-07	5	true	DILUPBiCGStab	5.528480e-06	3.189700e-08	1	true	DILUPBiCGStab	1.751690e-07	4.535920e-09	1	true	DILUPBiCGStab	5.156520e-06	3.622590e-09	1	true
458           	DILUPBiCGStab	1.099480e-05	5.424330e-08	1	1.916520e-05	1.678980e-07	1	false	DILUPBiCGStab	1.637020e-05	5.410350e-08	1	true	GAMG	1.882610e-05	1.777160e-07	5	true	DILUPBiCGStab	5.520270e-06	3.180420e-08	1	true	DILUPBiCGStab	1.747460e-07	4.515170e-09	1	true	DILUPBiCGStab	5.159530e-06	3.609530e-09	1	true
459           	DILUPBiCGStab	1.094400e-05	5.349820e-08	1	1.905720e-05	1.659690e-07	1	false	DILUPBiCGStab	1.632740e-05	5.401720e-08	1	true	GAMG	1.898670e-05	1.768860e-07	5	true	DILUPBiCGStab	5.511500e-06	3.171870e-08	1	true	DILUPBiCGStab	1.742350e-07	4.494200e-09	1	true	DILUPBiCGStab	5.146360e-06	3.596650e-09	1	true
460           	DILUPBiCGStab	1.089390e-05	5.276850e-08	1	1.895090e-05	1.640500e-07	1	false	DILUPBiCGStab	1.628500e-05	5.393290e-08	1	true	GAMG	1.907120e-05	1.760710e-07	5	true	DILUPBiCGStab	5.501360e-06	3.162230e-08	1	true	DILUPBiCGStab	1.737260e-07	4.473390e-09	1	true	DILUPBiCGStab	5.137130e-06	3.583100e-09	1	true
461           	DILUPBiCGStab	1.084450e-05	5.205300e-08	1	1.884610e-05	1.621630e-07	1	false	DILUPBiCGStab	1.624280e-05	5.385100e-08	1	true	GAMG	1.912930e-05	1.752820e-07	5	true	DILUPBiCGStab	5.490620e-06	3.153320e-08	1	true	DILUPBiCGStab	1.732090e-07	4.452740e-09	1	true	DILUPBiCGStab	5.129250e-06	3.569420e-09	1	true
462           	DILUPBiCGStab	1.079590e-05	5.135110e-08	1	1.874270e-05	1.603040e-07	1	false	DILUPBiCGStab	1.620080e-05	5.377080e-08	1	true	GAMG	1.910040e-05	1.745400e-07	5	true	DILUPBiCGStab	5.484810e-06	3.145160e-08	1	true	DILUPBiCGStab	1.727640e-07	4.432380e-09	1	true	DILUPBiCGStab	5.122160e-06	3.556050e-09	1	true
463           	DILUPBiCGStab	1.074810e-05	5.066480e-08	1	1.864130e-05	1.584720e-07	1	false	DILUPBiCGStab	1.615930e-05	5.369140e-08	1	true	GAMG	1.903490e-05	1.747750e-07	5	true	DILUPBiCGStab	5.475350e-06	3.136740e-08	1	true	DILUPBiCGStab	1.722640e-07	4.411970e-09	1	true	DILUPBiCGStab	5.118310e-06	3.542120e-09	1	true
464           	DILUPBiCGStab	1.070100e-05	4.999270e-08	1	1.854080e-05	1.566600e-07	1	false	DILUPBiCGStab	1.611770e-05	5.360970e-08	1	true	GAMG	1.896820e-05	1.743010e-07	5	true	DILUPBiCGStab	5.465180e-06	3.128280e-08	1	true	DILUPBiCGStab	1.718030e-07	4.391720e-09	1	true	DILUPBiCGStab	5.109480e-06	3.528680e-09	1	true
465           	DILUPBiCGStab	1.065460e-05	4.933330e-08	1	1.844210e-05	1.548910e-07	1	false	DILUPBiCGStab	1.607630e-05	5.352880e-08	1	true	GAMG	1.887780e-05	1.734570e-07	5	true	DILUPBiCGStab	5.457130e-06	3.120400e-08	1	true	DILUPBiCGStab	1.714140e-07	4.371970e-09	1	true	DILUPBiCGStab	5.102540e-06	3.514710e-09	1	true
466           	DILUPBiCGStab	1.060890e-05	4.868990e-08	1	1.834530e-05	1.531710e-07	1	false	DILUPBiCGStab	1.603500e-05	5.345000e-08	1	true	GAMG	1.872800e-05	1.725690e-07	5	true	DILUPBiCGStab	5.449030e-06	3.112770e-08	1	true	DILUPBiCGStab	1.709530e-07	4.352020e-09	1	true	DILUPBiCGStab	5.096770e-06	3.501470e-09	1	true
467           	DILUPBiCGStab	1.056400e-05	4.806190e-08	1	1.825030e-05	1.514820e-07	1	false	DILUPBiCGStab	1.599400e-05	5.337170e-08	1	true	GAMG	1.856320e-05	1.717580e-07	5	true	DILUPBiCGStab	5.441190e-06	3.105450e-08	1	true	DILUPBiCGStab	1.704930e-07	4.332300e-09	1	true	DILUPBiCGStab	5.090030e-06	3.487990e-09	1	true
468           	DILUPBiCGStab	1.051980e-05	4.744770e-08	1	1.815720e-05	1.498420e-07	1	false	DILUPBiCGStab	1.595320e-05	5.329480e-08	1	true	GAMG	1.840950e-05	1.710260e-07	5	true	DILUPBiCGStab	5.433320e-06	3.097670e-08	1	true	DILUPBiCGStab	1.700530e-07	4.312710e-09	1	true	DILUPBiCGStab	5.086810e-06	3.473280e-09	1	true
469           	DILUPBiCGStab	1.047640e-05	4.684970e-08	1	1.806550e-05	1.482670e-07	1	false	DILUPBiCGStab	1.591280e-05	5.321890e-08	1	true	GAMG	1.827440e-05	1.703630e-07	5	true	DILUPBiCGStab	5.424440e-06	3.091130e-08	1	true	DILUPBiCGStab	1.696260e-07	4.293180e-09	1	true	DILUPBiCGStab	5.074480e-06	3.459560e-09	1	true
470           	DILUPBiCGStab	1.043360e-05	4.626680e-08	1	1.797620e-05	1.467410e-07	1	false	DILUPBiCGStab	1.587260e-05	5.314350e-08	1	true	GAMG	1.820510e-05	1.696950e-07	5	true	DILUPBiCGStab	5.413510e-06	3.086290e-08	1	true	DILUPBiCGStab	1.692110e-07	4.273710e-09	1	true	DILUPBiCGStab	5.062700e-06	3.444830e-09	1	true
471           	DILUPBiCGStab	1.039160e-05	4.569940e-08	1	1.788950e-05	1.452700e-07	1	false	DILUPBiCGStab	1.583270e-05	5.306960e-08	1	true	GAMG	1.817900e-05	1.690270e-07	5	true	DILUPBiCGStab	5.406190e-06	3.081260e-08	1	true	DILUPBiCGStab	1.688080e-07	4.254300e-09	1	true	DILUPBiCGStab	5.056930e-06	3.431570e-09	1	true
472           	DILUPBiCGStab	1.035020e-05	4.514470e-08	1	1.780500e-05	1.438990e-07	1	false	DILUPBiCGStab	1.579280e-05	5.299650e-08	1	true	GAMG	1.830850e-05	1.683620e-07	5	true	DILUPBiCGStab	5.399200e-06	3.075810e-08	1	true	DILUPBiCGStab	1.684140e-07	4.235030e-09	1	true	DILUPBiCGStab	5.050960e-06	3.417410e-09	1	true
473           	DILUPBiCGStab	1.030950e-05	4.460720e-08	1	1.772270e-05	1.425730e-07	1	false	DILUPBiCGStab	1.575320e-05	5.292480e-08	1	true	GAMG	1.856390e-05	1.677050e-07	5	true	DILUPBiCGStab	5.387930e-06	3.069620e-08	1	true	DILUPBiCGStab	1.680240e-07	4.216060e-09	1	true	DILUPBiCGStab	5.051380e-06	3.402370e-09	1	true
474           	DILUPBiCGStab	1.026960e-05	4.408620e-08	1	1.764230e-05	1.412870e-07	1	false	DILUPBiCGStab	1.571350e-05	5.285430e-08	1	true	GAMG	1.878990e-05	1.670580e-07	5	true	DILUPBiCGStab	5.374010e-06	3.063520e-08	1	true	DILUPBiCGStab	1.676030e-07	4.196720e-09	1	true	DILUPBiCGStab	5.040210e-06	3.389910e-09	1	true
475           	DILUPBiCGStab	1.023030e-05	4.357730e-08	1	1.756430e-05	1.400480e-07	1	false	DILUPBiCGStab	1.567420e-05	5.278650e-08	1	true	GAMG	1.902290e-05	1.664180e-07	5	true	DILUPBiCGStab	5.368490e-06	3.058570e-08	1	true	DILUPBiCGStab	1.672410e-07	4.178070e-09	1	true	DILUPBiCGStab	5.033500e-06	3.378150e-09	1	true
476           	DILUPBiCGStab	1.019170e-05	4.307730e-08	1	1.748850e-05	1.388460e-07	1	false	DILUPBiCGStab	1.563540e-05	5.272200e-08	1	true	GAMG	1.916390e-05	1.657860e-07	5	true	DILUPBiCGStab	5.356900e-06	3.053400e-08	1	true	DILUPBiCGStab	1.667940e-07	4.159410e-09	1	true	DILUPBiCGStab	5.029810e-06	3.366720e-09	1	true
477           	DILUPBiCGStab	1.015390e-05	4.259040e-08	1	1.741520e-05	1.377200e-07	1	false	DILUPBiCGStab	1.559640e-05	5.265620e-08	1	true	GAMG	1.925370e-05	1.651690e-07	5	true	DILUPBiCGStab	5.344320e-06	3.048070e-08	1	true	DILUPBiCGStab	1.663800e-07	4.140560e-09	1	true	DILUPBiCGStab	5.022900e-06	3.354790e-09	1	true
