# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	gammaInt_solver	gammaInt_initial	gammaInt_final	gammaInt_iters	gammaInt_converged	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged	ReThetat_solver	ReThetat_initial	ReThetat_final	ReThetat_iters	ReThetat_converged
56            	DILUPBiCGStab	2.788190e-04	2.550080e-07	2	7.949600e-04	7.579870e-07	2	false	DILUPBiCGStab	7.382640e-05	3.418280e-07	1	true	GAMG	1.634460e-03	1.220900e-05	6	true	DILUPBiCGStab	1.723380e-04	1.500220e-06	1	true	DILUPBiCGStab	3.292260e-06	1.039150e-08	1	true	DILUPBiCGStab	1.262260e-03	2.482530e-07	1	true
57            	DILUPBiCGStab	2.780600e-04	2.557770e-07	2	8.022320e-04	7.614060e-07	2	false	DILUPBiCGStab	7.282270e-05	3.390690e-07	1	true	GAMG	1.675110e-03	1.196940e-05	6	true	DILUPBiCGStab	1.784140e-04	1.690500e-06	1	true	DILUPBiCGStab	3.214240e-06	1.015160e-08	1	true	DILUPBiCGStab	1.225270e-03	2.446660e-07	1	true
58            	DILUPBiCGStab	2.770870e-04	2.566890e-07	2	8.093730e-04	7.646370e-07	2	false	DILUPBiCGStab	7.191120e-05	3.364840e-07	1	true	GAMG	1.727990e-03	1.177460e-05	6	true	DILUPBiCGStab	1.848030e-04	1.862630e-07	2	true	DILUPBiCGStab	3.138380e-06	9.923450e-09	1	true	DILUPBiCGStab	1.191230e-03	2.413030e-07	1	true
59            	DILUPBiCGStab	2.758870e-04	2.576390e-07	2	8.163740e-04	7.675530e-07	2	false	DILUPBiCGStab	7.109230e-05	3.341020e-07	1	true	GAMG	1.780910e-03	1.162320e-05	6	true	DILUPBiCGStab	1.915340e-04	1.907460e-07	2	true	DILUPBiCGStab	3.066000e-06	9.704130e-09	1	true	DILUPBiCGStab	1.160250e-03	2.381340e-07	1	true
60            	DILUPBiCGStab	2.744830e-04	2.584260e-07	2	8.231970e-04	7.704080e-07	2	false	DILUPBiCGStab	7.034020e-05	3.319070e-07	1	true	GAMG	1.842880e-03	1.150120e-05	6	true	DILUPBiCGStab	1.987500e-04	1.948700e-07	2	true	DILUPBiCGStab	2.995550e-06	9.497320e-09	1	true	DILUPBiCGStab	1.132410e-03	2.351560e-07	1	true
61            	DILUPBiCGStab	2.728740e-04	2.589670e-07	2	8.298250e-04	7.728450e-07	2	false	DILUPBiCGStab	6.964510e-05	3.298970e-07	1	true	GAMG	1.906130e-03	1.140160e-05	6	true	DILUPBiCGStab	2.063140e-04	1.972540e-07	2	true	DILUPBiCGStab	2.929080e-06	9.300420e-09	1	true	DILUPBiCGStab	1.107820e-03	2.322970e-07	1	true
62            	DILUPBiCGStab	2.710840e-04	2.591280e-07	2	8.362370e-04	7.748280e-07	2	false	DILUPBiCGStab	6.900180e-05	3.279060e-07	1	true	GAMG	1.973590e-03	1.131370e-05	6	true	DILUPBiCGStab	2.141730e-04	2.071930e-06	1	true	DILUPBiCGStab	2.865290e-06	9.113330e-09	1	true	DILUPBiCGStab	1.086710e-03	2.295990e-07	1	true
63            	DILUPBiCGStab	2.691180e-04	2.586050e-07	2	8.424100e-04	7.769000e-07	2	false	DILUPBiCGStab	6.840380e-05	3.259820e-07	1	true	GAMG	2.054500e-03	1.124190e-05	6	true	DILUPBiCGStab	2.222500e-04	2.055720e-06	1	true	DILUPBiCGStab	2.805280e-06	8.935750e-09	1	true	DILUPBiCGStab	1.069210e-03	2.270050e-07	1	true
64            	DILUPBiCGStab	2.669850e-04	2.571730e-07	2	8.483110e-04	7.788400e-07	2	false	DILUPBiCGStab	6.786580e-05	3.241610e-07	1	true	GAMG	2.147580e-03	1.119650e-05	6	true	DILUPBiCGStab	2.301740e-04	2.023620e-06	1	true	DILUPBiCGStab	2.747580e-06	8.764020e-09	1	true	DILUPBiCGStab	1.055600e-03	2.244920e-07	1	true
65            	DILUPBiCGStab	2.647240e-04	2.548170e-07	2	8.539290e-04	7.800030e-07	2	false	DILUPBiCGStab	6.737640e-05	3.222860e-07	1	true	GAMG	2.256960e-03	2.198270e-05	5	true	DILUPBiCGStab	2.377900e-04	1.979600e-06	1	true	DILUPBiCGStab	2.691660e-06	8.600220e-09	1	true	DILUPBiCGStab	1.046200e-03	2.220360e-07	1	true
66            	DILUPBiCGStab	2.623300e-04	2.516640e-07	2	8.592510e-04	7.803470e-07	2	false	DILUPBiCGStab	6.692290e-05	3.203460e-07	1	true	GAMG	2.382820e-03	2.203200e-05	5	true	DILUPBiCGStab	2.448630e-04	1.927020e-06	1	true	DILUPBiCGStab	2.639870e-06	8.442490e-09	1	true	DILUPBiCGStab	1.041110e-03	2.196640e-07	1	true
67            	DILUPBiCGStab	2.598120e-04	2.476490e-07	2	8.642460e-04	7.795910e-07	2	false	DILUPBiCGStab	6.648770e-05	3.183140e-07	1	true	GAMG	2.531390e-03	2.208980e-05	5	true	DILUPBiCGStab	2.512470e-04	1.867420e-06	1	true	DILUPBiCGStab	2.588090e-06	8.288390e-09	1	true	DILUPBiCGStab	1.040610e-03	2.174420e-07	1	true
68            	DILUPBiCGStab	2.571770e-04	2.430920e-07	2	8.689220e-04	7.788390e-07	2	false	DILUPBiCGStab	6.605820e-05	3.160680e-07	1	true	GAMG	2.684760e-03	2.221350e-05	5	true	DILUPBiCGStab	2.572100e-04	1.804290e-06	1	true	DILUPBiCGStab	2.539730e-06	8.142560e-09	1	true	DILUPBiCGStab	1.044910e-03	2.153620e-07	1	true
69            	DILUPBiCGStab	2.544280e-04	2.382100e-07	2	8.732180e-04	7.780000e-07	2	false	DILUPBiCGStab	6.563500e-05	3.136140e-07	1	true	GAMG	2.848980e-03	2.234460e-05	5	true	DILUPBiCGStab	2.624920e-04	1.737320e-06	1	true	DILUPBiCGStab	2.493680e-06	8.001600e-09	1	true	DILUPBiCGStab	1.053650e-03	2.134220e-07	1	true
70            	DILUPBiCGStab	2.516450e-04	2.330930e-07	2	8.771670e-04	7.771460e-07	2	false	DILUPBiCGStab	6.520490e-05	3.113610e-07	1	true	GAMG	3.026630e-03	2.254180e-05	5	true	DILUPBiCGStab	2.673050e-04	1.669380e-06	1	true	DILUPBiCGStab	2.447870e-06	7.862540e-09	1	true	DILUPBiCGStab	1.066380e-03	2.116090e-07	1	true
71            	DILUPBiCGStab	2.487990e-04	2.278530e-07	2	8.807370e-04	7.753850e-07	2	false	DILUPBiCGStab	6.477490e-05	3.090370e-07	1	true	GAMG	3.209700e-03	3.060860e-05	4	true	DILUPBiCGStab	2.719720e-04	1.601980e-06	1	true	DILUPBiCGStab	2.404870e-06	7.728050e-09	1	true	DILUPBiCGStab	1.081960e-03	2.098490e-07	1	true
72            	DILUPBiCGStab	2.458970e-04	2.226040e-07	2	8.839100e-04	7.732790e-07	2	false	DILUPBiCGStab	6.434140e-05	3.065160e-07	1	true	GAMG	3.382980e-03	3.086120e-05	4	true	DILUPBiCGStab	2.761520e-04	1.537510e-06	1	true	DILUPBiCGStab	2.362920e-06	7.596420e-09	1	true	DILUPBiCGStab	1.098710e-03	2.081700e-07	1	true
73            	DILUPBiCGStab	2.428990e-04	2.176040e-07	2	8.866890e-04	7.706900e-07	2	false	DILUPBiCGStab	6.389610e-05	3.038470e-07	1	true	GAMG	3.546900e-03	3.122220e-05	4	true	DILUPBiCGStab	2.792890e-04	1.482090e-06	1	true	DILUPBiCGStab	2.321920e-06	7.468470e-09	1	true	DILUPBiCGStab	1.114320e-03	2.066180e-07	1	true
74            	DILUPBiCGStab	2.399240e-04	2.130090e-07	2	8.891050e-04	7.675580e-07	2	false	DILUPBiCGStab	6.344640e-05	3.010700e-07	1	true	GAMG	3.694170e-03	3.178760e-05	4	true	DILUPBiCGStab	2.814540e-04	1.435200e-06	1	true	DILUPBiCGStab	2.282730e-06	7.343440e-09	1	true	DILUPBiCGStab	1.126370e-03	2.053020e-07	1	true
75            	DILUPBiCGStab	2.369360e-04	2.085000e-07	2	8.911120e-04	7.644700e-07	2	false	DILUPBiCGStab	6.297930e-05	2.982130e-07	1	true	GAMG	3.820560e-03	3.255720e-05	4	true	DILUPBiCGStab	2.825800e-04	1.396440e-06	1	true	DILUPBiCGStab	2.244800e-06	7.221290e-09	1	true	DILUPBiCGStab	1.132910e-03	2.041390e-07	1	true
76            	DILUPBiCGStab	2.339550e-04	2.044930e-07	2	8.927680e-04	7.612460e-07	2	false	DILUPBiCGStab	6.249100e-05	2.953210e-07	1	true	GAMG	3.908550e-03	3.353190e-05	4	true	DILUPBiCGStab	2.822740e-04	1.366340e-06	1	true	DILUPBiCGStab	2.207410e-06	7.101490e-09	1	true	DILUPBiCGStab	1.131860e-03	2.030950e-07	1	true
77            	DILUPBiCGStab	2.310530e-04	2.007650e-07	2	8.940540e-04	7.575450e-07	2	false	DILUPBiCGStab	6.197940e-05	2.924590e-07	1	true	GAMG	3.983710e-03	3.465940e-05	4	true	DILUPBiCGStab	2.802890e-04	1.343580e-06	1	true	DILUPBiCGStab	2.171370e-06	6.983120e-09	1	true	DILUPBiCGStab	1.121760e-03	2.021150e-07	1	true
78            	DILUPBiCGStab	2.282800e-04	1.972390e-07	2	8.949340e-04	7.540670e-07	2	false	DILUPBiCGStab	6.145450e-05	2.896230e-07	1	true	GAMG	4.043470e-03	3.590120e-05	4	true	DILUPBiCGStab	2.770490e-04	1.326920e-06	1	true	DILUPBiCGStab	2.136150e-06	6.867070e-09	1	true	DILUPBiCGStab	1.103520e-03	2.012070e-07	1	true
79            	DILUPBiCGStab	2.255780e-04	1.943430e-07	2	8.954600e-04	7.498060e-07	2	false	DILUPBiCGStab	6.091700e-05	2.868470e-07	1	true	GAMG	4.066250e-03	3.722070e-05	4	true	DILUPBiCGStab	2.715090e-04	1.315050e-06	1	true	DILUPBiCGStab	2.102020e-06	6.753410e-09	1	true	DILUPBiCGStab	1.076220e-03	2.003280e-07	1	true
80            	DILUPBiCGStab	2.228440e-04	1.917240e-07	2	8.956570e-04	7.454690e-07	2	false	DILUPBiCGStab	6.036280e-05	2.840940e-07	1	true	GAMG	4.057640e-03	3.858170e-05	4	true	DILUPBiCGStab	2.636670e-04	1.303420e-06	1	true	DILUPBiCGStab	2.068610e-06	6.641760e-09	1	true	DILUPBiCGStab	1.042780e-03	1.994520e-07	1	true
81            	DILUPBiCGStab	2.201900e-04	1.897500e-07	2	8.955780e-04	7.412730e-07	2	false	DILUPBiCGStab	5.979480e-05	2.813950e-07	1	true	GAMG	4.041340e-03	4.002550e-05	4	true	DILUPBiCGStab	2.512080e-04	1.290530e-06	1	true	DILUPBiCGStab	2.035930e-06	6.532100e-09	1	true	DILUPBiCGStab	1.004410e-03	1.985900e-07	1	true
82            	DILUPBiCGStab	2.175820e-04	1.885780e-07	2	8.952530e-04	7.373780e-07	2	false	DILUPBiCGStab	5.921470e-05	2.786900e-07	1	true	GAMG	4.009070e-03	2.703530e-05	5	true	DILUPBiCGStab	2.336590e-04	1.276460e-06	1	true	DILUPBiCGStab	2.004390e-06	6.423440e-09	1	true	DILUPBiCGStab	9.661040e-04	1.977090e-07	1	true
83            	DILUPBiCGStab	2.149170e-04	1.882350e-07	2	8.947590e-04	7.339290e-07	2	false	DILUPBiCGStab	5.863390e-05	2.759930e-07	1	true	GAMG	3.992220e-03	2.736130e-05	5	true	DILUPBiCGStab	2.164480e-04	1.260850e-06	1	true	DILUPBiCGStab	1.973180e-06	6.316010e-09	1	true	DILUPBiCGStab	9.319410e-04	1.967870e-07	1	true
84            	DILUPBiCGStab	2.122090e-04	1.887830e-07	2	8.939890e-04	7.302410e-07	2	false	DILUPBiCGStab	5.805670e-05	2.732890e-07	1	true	GAMG	3.990780e-03	2.775540e-05	5	true	DILUPBiCGStab	2.023210e-04	1.246360e-06	1	true	DILUPBiCGStab	1.942470e-06	6.210200e-09	1	true	DILUPBiCGStab	8.991830e-04	1.958430e-07	1	true
85            	DILUPBiCGStab	2.095160e-04	1.905680e-07	2	8.929590e-04	7.265700e-07	2	false	DILUPBiCGStab	5.748790e-05	2.706330e-07	1	true	GAMG	4.037050e-03	2.824910e-05	5	true	DILUPBiCGStab	1.905800e-04	1.229760e-06	1	true	DILUPBiCGStab	1.912770e-06	6.105890e-09	1	true	DILUPBiCGStab	8.670240e-04	1.948790e-07	1	true
86            	DILUPBiCGStab	2.068500e-04	1.937160e-07	2	8.916940e-04	7.231800e-07	2	false	DILUPBiCGStab	5.692510e-05	2.680020e-07	1	true	GAMG	4.109850e-03	2.885560e-05	5	true	DILUPBiCGStab	1.801550e-04	1.209470e-06	1	true	DILUPBiCGStab	1.884050e-06	6.002770e-09	1	true	DILUPBiCGStab	8.353080e-04	1.938420e-07	1	true
87            	DILUPBiCGStab	2.042410e-04	1.978480e-07	2	8.902510e-04	7.195850e-07	2	false	DILUPBiCGStab	5.637380e-05	2.653280e-07	1	true	GAMG	4.222260e-03	2.948820e-05	5	true	DILUPBiCGStab	1.700280e-04	1.177050e-06	1	true	DILUPBiCGStab	1.855890e-06	5.900580e-09	1	true	DILUPBiCGStab	8.045290e-04	1.927200e-07	1	true
88            	DILUPBiCGStab	2.016700e-04	2.022060e-07	2	8.886250e-04	7.156920e-07	2	false	DILUPBiCGStab	5.583210e-05	2.625820e-07	1	true	GAMG	4.336540e-03	3.016950e-05	5	true	DILUPBiCGStab	1.599690e-04	1.134580e-06	1	true	DILUPBiCGStab	1.828350e-06	5.799800e-09	1	true	DILUPBiCGStab	7.751580e-04	1.915420e-07	1	true
89            	DILUPBiCGStab	1.991170e-04	2.061060e-07	2	8.866210e-04	7.104930e-07	2	false	DILUPBiCGStab	5.530250e-05	2.597840e-07	1	true	GAMG	4.457180e-03	3.090900e-05	5	true	DILUPBiCGStab	1.514290e-04	1.125420e-06	1	true	DILUPBiCGStab	1.801880e-06	5.700560e-09	1	true	DILUPBiCGStab	7.477260e-04	1.902820e-07	1	true
90            	DILUPBiCGStab	1.966550e-04	2.102920e-07	2	8.844790e-04	7.043270e-07	2	false	DILUPBiCGStab	5.479580e-05	2.570090e-07	1	true	GAMG	4.561340e-03	3.172400e-05	5	true	DILUPBiCGStab	1.450090e-04	1.119560e-06	1	true	DILUPBiCGStab	1.776060e-06	5.602160e-09	1	true	DILUPBiCGStab	7.214550e-04	1.889410e-07	1	true
91            	DILUPBiCGStab	1.943210e-04	2.143890e-07	2	8.819850e-04	6.981430e-07	2	false	DILUPBiCGStab	5.432050e-05	2.543230e-07	1	true	GAMG	4.623530e-03	3.259350e-05	5	true	DILUPBiCGStab	1.395060e-04	1.102730e-06	1	true	DILUPBiCGStab	1.750710e-06	5.504820e-09	1	true	DILUPBiCGStab	6.963550e-04	1.874960e-07	1	true
92            	DILUPBiCGStab	1.920650e-04	2.183020e-07	2	8.793260e-04	6.919710e-07	2	false	DILUPBiCGStab	5.387320e-05	2.515370e-07	1	true	GAMG	4.665250e-03	3.354560e-05	5	true	DILUPBiCGStab	1.345990e-04	1.076140e-06	1	true	DILUPBiCGStab	1.725840e-06	5.408430e-09	1	true	DILUPBiCGStab	6.728290e-04	1.859490e-07	1	true
93            	DILUPBiCGStab	1.898930e-04	2.217450e-07	2	8.763540e-04	6.860240e-07	2	false	DILUPBiCGStab	5.344910e-05	2.486910e-07	1	true	GAMG	4.683600e-03	3.457950e-05	5	true	DILUPBiCGStab	1.300630e-04	1.046750e-06	1	true	DILUPBiCGStab	1.701530e-06	5.313040e-09	1	true	DILUPBiCGStab	6.499690e-04	1.842780e-07	1	true
94            	DILUPBiCGStab	1.878180e-04	2.246540e-07	2	8.732200e-04	6.802170e-07	2	false	DILUPBiCGStab	5.304140e-05	2.457650e-07	1	true	GAMG	4.696060e-03	3.570620e-05	5	true	DILUPBiCGStab	1.259650e-04	1.023300e-06	1	true	DILUPBiCGStab	1.677750e-06	5.218680e-09	1	true	DILUPBiCGStab	6.289750e-04	1.825040e-07	1	true
95            	DILUPBiCGStab	1.858700e-04	2.273460e-07	2	8.698810e-04	6.744750e-07	2	false	DILUPBiCGStab	5.264450e-05	2.427540e-07	1	true	GAMG	4.710850e-03	3.694600e-05	5	true	DILUPBiCGStab	1.225940e-04	1.011290e-06	1	true	DILUPBiCGStab	1.654380e-06	5.125760e-09	1	true	DILUPBiCGStab	6.091670e-04	1.806140e-07	1	true
96            	DILUPBiCGStab	1.839810e-04	2.295390e-07	2	8.663630e-04	6.687410e-07	2	false	DILUPBiCGStab	5.225830e-05	2.397130e-07	1	true	GAMG	4.736850e-03	3.832480e-05	5	true	DILUPBiCGStab	1.204770e-04	1.012460e-06	1	true	DILUPBiCGStab	1.631540e-06	5.033750e-09	1	true	DILUPBiCGStab	5.913250e-04	1.786050e-07	1	true
97            	DILUPBiCGStab	1.821420e-04	2.310180e-07	2	8.626720e-04	6.630860e-07	2	false	DILUPBiCGStab	5.188450e-05	2.366310e-07	1	true	GAMG	4.798590e-03	3.987390e-05	5	true	DILUPBiCGStab	1.191710e-04	1.028770e-06	1	true	DILUPBiCGStab	1.609240e-06	4.942310e-09	1	true	DILUPBiCGStab	5.746520e-04	1.765270e-07	1	true
98            	DILUPBiCGStab	1.803300e-04	2.315750e-07	2	8.588350e-04	6.577280e-07	2	false	DILUPBiCGStab	5.152480e-05	2.335290e-07	1	true	GAMG	4.891760e-03	4.162620e-05	5	true	DILUPBiCGStab	1.184730e-04	1.067460e-06	1	true	DILUPBiCGStab	1.587400e-06	4.852160e-09	1	true	DILUPBiCGStab	5.602790e-04	1.743780e-07	1	true
99            	DILUPBiCGStab	1.785430e-04	2.315600e-07	2	8.548130e-04	6.519220e-07	2	false	DILUPBiCGStab	5.118570e-05	2.304180e-07	1	true	GAMG	5.030460e-03	4.361610e-05	5	true	DILUPBiCGStab	1.179410e-04	1.100160e-06	1	true	DILUPBiCGStab	1.566130e-06	4.763170e-09	1	true	DILUPBiCGStab	5.474750e-04	1.721000e-07	1	true
100           	DILUPBiCGStab	1.767980e-04	2.308390e-07	2	8.505680e-04	6.458640e-07	2	false	DILUPBiCGStab	5.086870e-05	2.273260e-07	1	true	GAMG	5.206880e-03	4.586720e-05	5	true	DILUPBiCGStab	1.171220e-04	1.104450e-06	1	true	DILUPBiCGStab	1.545290e-06	4.675490e-09	1	true	DILUPBiCGStab	5.364540e-04	1.696580e-07	1	true
101           	DILUPBiCGStab	1.750940e-04	2.292440e-07	2	8.461080e-04	6.396090e-07	2	false	DILUPBiCGStab	5.057240e-05	2.242160e-07	1	true	GAMG	5.419270e-03	4.842250e-05	5	true	DILUPBiCGStab	1.158250e-04	1.090300e-06	1	true	DILUPBiCGStab	1.524880e-06	4.588730e-09	1	true	DILUPBiCGStab	5.273770e-04	1.671200e-07	1	true
102           	DILUPBiCGStab	1.734300e-04	2.268200e-07	2	8.414300e-04	6.329770e-07	2	false	DILUPBiCGStab	5.030010e-05	2.210940e-07	1	true	GAMG	5.686790e-03	5.136010e-05	5	true	DILUPBiCGStab	1.139930e-04	1.072890e-06	1	true	DILUPBiCGStab	1.504940e-06	4.502810e-09	1	true	DILUPBiCGStab	5.191850e-04	1.645270e-07	1	true
103           	DILUPBiCGStab	1.717950e-04	2.236160e-07	2	8.365350e-04	6.264190e-07	2	false	DILUPBiCGStab	5.004880e-05	2.179820e-07	1	true	GAMG	6.012070e-03	5.475040e-05	5	true	DILUPBiCGStab	1.113680e-04	1.055590e-06	1	true	DILUPBiCGStab	1.485400e-06	4.418350e-09	1	true	DILUPBiCGStab	5.109580e-04	1.618730e-07	1	true
104           	DILUPBiCGStab	1.701700e-04	2.197120e-07	2	8.314690e-04	6.195910e-07	2	false	DILUPBiCGStab	4.981490e-05	2.148970e-07	1	true	GAMG	6.425940e-03	5.866510e-05	5	true	DILUPBiCGStab	1.085950e-04	1.039470e-06	1	true	DILUPBiCGStab	1.466290e-06	4.334910e-09	1	true	DILUPBiCGStab	5.026550e-04	1.591990e-07	1	true
105           	DILUPBiCGStab	1.685770e-04	2.154210e-07	2	8.260730e-04	6.114800e-07	2	false	DILUPBiCGStab	4.960200e-05	2.118860e-07	1	true	GAMG	6.883950e-03	6.304720e-05	5	true	DILUPBiCGStab	1.063950e-04	1.028920e-06	1	true	DILUPBiCGStab	1.447510e-06	4.252540e-09	1	true	DILUPBiCGStab	4.941710e-04	1.564910e-07	1	true
106           	DILUPBiCGStab	1.670460e-04	2.108180e-07	2	8.205210e-04	6.037000e-07	2	false	DILUPBiCGStab	4.940210e-05	2.090690e-07	1	true	GAMG	7.363980e-03	6.805010e-05	5	true	DILUPBiCGStab	1.049110e-04	1.019930e-06	1	true	DILUPBiCGStab	1.429220e-06	4.171110e-09	1	true	DILUPBiCGStab	4.854970e-04	1.537270e-07	1	true
107           	DILUPBiCGStab	1.655750e-04	2.060760e-07	2	8.147920e-04	5.966730e-07	2	false	DILUPBiCGStab	4.920900e-05	2.064450e-07	1	true	GAMG	7.902000e-03	7.379190e-05	5	true	DILUPBiCGStab	1.042130e-04	1.009630e-06	1	true	DILUPBiCGStab	1.411400e-06	4.090960e-09	1	true	DILUPBiCGStab	4.767340e-04	1.509580e-07	1	true
108           	DILUPBiCGStab	1.641400e-04	2.013240e-07	2	8.089240e-04	5.898430e-07	2	false	DILUPBiCGStab	4.902030e-05	2.039940e-07	1	true	GAMG	8.466730e-03	7.971610e-05	5	true	DILUPBiCGStab	1.040750e-04	9.965200e-07	1	true	DILUPBiCGStab	1.394070e-06	4.012010e-09	1	true	DILUPBiCGStab	4.679000e-04	1.481780e-07	1	true
109           	DILUPBiCGStab	1.627240e-04	1.967590e-07	2	8.029460e-04	5.835930e-07	2	false	DILUPBiCGStab	4.883310e-05	2.016210e-07	1	true	GAMG	9.009450e-03	8.572870e-05	5	true	DILUPBiCGStab	1.037550e-04	9.817970e-07	1	true	DILUPBiCGStab	1.377210e-06	3.934290e-09	1	true	DILUPBiCGStab	4.590580e-04	1.453810e-07	1	true
110           	DILUPBiCGStab	1.613290e-04	1.923930e-07	2	7.967990e-04	5.777630e-07	2	false	DILUPBiCGStab	4.864590e-05	1.993260e-07	1	true	GAMG	9.524840e-03	9.158330e-05	5	true	DILUPBiCGStab	1.032310e-04	9.663390e-07	1	true	DILUPBiCGStab	1.360700e-06	3.857830e-09	1	true	DILUPBiCGStab	4.504180e-04	1.425960e-07	1	true
111           	DILUPBiCGStab	1.599450e-04	1.883870e-07	2	7.904650e-04	5.727760e-07	2	false	DILUPBiCGStab	4.845640e-05	1.970930e-07	1	true	GAMG	9.659970e-03	9.392270e-05	5	true	DILUPBiCGStab	1.025650e-04	9.509730e-07	1	true	DILUPBiCGStab	1.344520e-06	3.782190e-09	1	true	DILUPBiCGStab	4.423400e-04	1.398180e-07	1	true
112           	DILUPBiCGStab	1.585500e-04	1.845570e-07	2	7.839700e-04	5.682080e-07	2	false	DILUPBiCGStab	4.826630e-05	1.949050e-07	1	true	GAMG	8.710090e-03	8.534420e-05	5	true	DILUPBiCGStab	1.016980e-04	9.379250e-07	1	true	DILUPBiCGStab	1.328620e-06	3.707560e-09	1	true	DILUPBiCGStab	4.348960e-04	1.370780e-07	1	true
113           	DILUPBiCGStab	1.571180e-04	1.811390e-07	2	7.772990e-04	5.646350e-07	2	false	DILUPBiCGStab	4.807210e-05	1.927640e-07	1	true	GAMG	7.748860e-03	7.660970e-05	5	true	DILUPBiCGStab	1.006020e-04	9.260300e-07	1	true	DILUPBiCGStab	1.312890e-06	3.633190e-09	1	true	DILUPBiCGStab	4.279600e-04	1.343570e-07	1	true
114           	DILUPBiCGStab	1.556580e-04	1.780490e-07	2	7.704660e-04	5.615420e-07	2	false	DILUPBiCGStab	4.787610e-05	1.906720e-07	1	true	GAMG	6.894140e-03	6.863940e-05	5	true	DILUPBiCGStab	9.930240e-05	9.147960e-07	1	true	DILUPBiCGStab	1.297530e-06	3.560210e-09	1	true	DILUPBiCGStab	4.216790e-04	1.316620e-07	1	true
115           	DILUPBiCGStab	1.541490e-04	1.752430e-07	2	7.634890e-04	5.592810e-07	2	false	DILUPBiCGStab	4.767980e-05	1.886530e-07	1	true	GAMG	6.113010e-03	5.273090e-05	6	true	DILUPBiCGStab	9.784980e-05	9.041310e-07	1	true	DILUPBiCGStab	1.282470e-06	3.488040e-09	1	true	DILUPBiCGStab	4.161210e-04	1.289950e-07	1	true
116           	DILUPBiCGStab	1.525710e-04	1.724420e-07	2	7.563880e-04	5.575420e-07	2	false	DILUPBiCGStab	4.748090e-05	1.866810e-07	1	true	GAMG	5.430530e-03	4.696500e-05	6	true	DILUPBiCGStab	9.635260e-05	8.941080e-07	1	true	DILUPBiCGStab	1.267640e-06	3.417150e-09	1	true	DILUPBiCGStab	4.118340e-04	1.263500e-07	1	true
117           	DILUPBiCGStab	1.509240e-04	1.695880e-07	2	7.491880e-04	5.567620e-07	2	false	DILUPBiCGStab	4.728150e-05	1.847570e-07	1	true	GAMG	4.831560e-03	4.205010e-05	6	true	DILUPBiCGStab	9.473560e-05	8.848620e-07	1	true	DILUPBiCGStab	1.253020e-06	3.347720e-09	1	true	DILUPBiCGStab	4.081730e-04	1.237380e-07	1	true
118           	DILUPBiCGStab	1.491990e-04	1.665370e-07	2	7.419060e-04	5.564420e-07	2	false	DILUPBiCGStab	4.708010e-05	1.828720e-07	1	true	GAMG	4.303470e-03	3.774960e-05	6	true	DILUPBiCGStab	9.305720e-05	8.758540e-07	1	true	DILUPBiCGStab	1.238530e-06	3.279420e-09	1	true	DILUPBiCGStab	4.043640e-04	1.211670e-07	1	true
119           	DILUPBiCGStab	1.473940e-04	1.633290e-07	2	7.345890e-04	5.568180e-07	2	false	DILUPBiCGStab	4.687910e-05	1.810280e-07	1	true	GAMG	3.844430e-03	3.408070e-05	6	true	DILUPBiCGStab	9.148870e-05	8.659610e-07	1	true	DILUPBiCGStab	1.224480e-06	3.212590e-09	1	true	DILUPBiCGStab	4.002610e-04	1.186130e-07	1	true
120           	DILUPBiCGStab	1.455070e-04	1.598370e-07	2	7.273150e-04	5.578140e-07	2	false	DILUPBiCGStab	4.667890e-05	1.792230e-07	1	true	GAMG	3.450830e-03	3.098620e-05	6	true	DILUPBiCGStab	8.986030e-05	8.544500e-07	1	true	DILUPBiCGStab	1.210750e-06	3.147070e-09	1	true	DILUPBiCGStab	3.955480e-04	1.160710e-07	1	true
121           	DILUPBiCGStab	1.435400e-04	1.561440e-07	2	7.201000e-04	5.594860e-07	2	false	DILUPBiCGStab	4.647830e-05	1.774640e-07	1	true	GAMG	3.108190e-03	2.836290e-05	6	true	DILUPBiCGStab	8.788570e-05	8.415970e-07	1	true	DILUPBiCGStab	1.197280e-06	3.082670e-09	1	true	DILUPBiCGStab	3.904550e-04	1.135670e-07	1	true
122           	DILUPBiCGStab	1.414970e-04	1.522560e-07	2	7.129790e-04	5.620600e-07	2	false	DILUPBiCGStab	4.627900e-05	1.757380e-07	1	true	GAMG	2.806950e-03	2.611730e-05	6	true	DILUPBiCGStab	8.514300e-05	8.169980e-07	1	true	DILUPBiCGStab	1.184060e-06	3.019560e-09	1	true	DILUPBiCGStab	3.844910e-04	1.110870e-07	1	true
123           	DILUPBiCGStab	1.393830e-04	1.481330e-07	2	7.060400e-04	5.653250e-07	2	false	DILUPBiCGStab	4.608060e-05	1.740560e-07	1	true	GAMG	2.547550e-03	2.416610e-05	6	true	DILUPBiCGStab	8.153920e-05	7.803930e-07	1	true	DILUPBiCGStab	1.171040e-06	2.957860e-09	1	true	DILUPBiCGStab	3.777000e-04	1.086450e-07	1	true
